Variable,Original,Translation
sgs-l2,"You can purchase weapons and armors from Lucas at the armory here, and also practice your gun skills at the shooting range.","Puedes comprar armas y armaduras a Lucas en la armería aquí, y también practicar tus habilidades con armas de fuego en la galería de tiro."
sgs-l3,Purchase food and gossip around in the cantina. Tanner's office is also on this level.,Compra comida y cotillea en la cantina. La oficina de Tanner también está en este nivel.
sgs-l4,Vera's office is on this level.,La oficina de Vera está en este nivel.
sgs-l5,"This level contains the private quarters of many of the stations inhabitants, including yours.","Este nivel contiene los aposentos privados de muchos de los habitantes de la estación, incluidos los tuyos."
sgs-l6,You can get medical and psionic attention here.,Puedes recibir atención médica y psiónica aquí.
sgs-l7,"This is where mechanical, electronic and computer engineering takes place. You can purchase related equipment here.","Aquí es donde se lleva a cabo la ingeniería mecánica, electrónica e informática. Puedes comprar equipo relacionado aquí."
sgs-l8,This is where the animals are kept and plants and fungi are grown. You can purchase various biological components here.,Aquí es donde se mantienen los animales y se cultivan plantas y hongos. Puedes comprar varios componentes biológicos aquí.
sgs-l9,You can exit into the caves here or go to the docks.,Puedes salir a las cuevas aquí o ir a los muelles.
sgsdocks,"From here you can set sail to Junkyard, Camp Hathor, and Core City.","Desde aquí puedes zarpar hacia Junkyard, Camp Hathor y Core City."
siphonerpools,You can hear the sound of water bubbling up all around you.,Puedes oír el sonido del agua burbujeando a tu alrededor.
junkyarddocks,"Controlled by ruthless Black Eels. From here you can set sail to South Gate Station, Camp Hathor and Core City.","Controlado por los despiadados Black Eels. Desde aquí puedes zarpar hacia South Gate Station, Camp Hathor y Core City."
junkyard-depota,The original junkyard. Now a dangerous place overrun by mutants.,El depósito de chatarra original. Ahora un lugar peligroso invadido por mutantes.
junkyardgate,Gate to the settlement known as Junkyard.,Puerta al asentamiento conocido como Junkyard.
corecitygates,Gates to Core City.,Puertas a Core City.
foundryentrance,Entrance to the industrial town of Foundry.,Entrada a la ciudad industrial de Foundry.
gatestoinstituteoftchort,"Entrance to the Institute of Tchort, an esoteric sciento-religious community.","Entrada al Instituto de Tchort, una comunidad esotérico-científico-religiosa."
epionelab,"Old research lab, now used for... other purposes.","Antiguo laboratorio de investigación, ahora utilizado para... otros fines."
panacealabentrance,Entrance to an old research lab.,Entrada a un antiguo laboratorio de investigación.
panacealab,"Old research lab, now used for... other purposes.","Antiguo laboratorio de investigación, ahora utilizado para... otros fines."
deepcavernpassage,Caved-in passage.,Pasaje derrumbado.
cytosineoutpost,Tchortists outpost in Deep Cavern.,Puesto de avanzada de los Tchortistas en la Caverna Profunda.
rathoundlair,Red beedy eyes in the darkness.,Ojos rojizos y brillantes en la oscuridad.
lowerunderrailfacility,Old abandoned Biocorp facility.,Antigua instalación abandonada de Biocorp.
unknown,You're not sure where you are...,No estás seguro de dónde te encuentras...
blackseagrotto,A secluded grotto.,Una gruta apartada.
jaws,The numerous stalagmites and stalactites here give jaw-like appearance to this passageway that leads to the Black Sea.,Las numerosas estalagmitas y estalactitas aquí dan un aspecto de mandíbula a este pasaje que conduce al Mar Negro.
portceto-skidrow,This large makeshift port is home to the Black Sea pirates.,Este gran puerto improvisado es el hogar de los piratas del Mar Negro.
portceto,This large makeshift port is home to the Black Sea pirates.,Este gran puerto improvisado es el hogar de los piratas del Mar Negro.
portceto-katya'shomestead,This large makeshift port is home to the Black Sea pirates.,Este gran puerto improvisado es el hogar de los piratas del Mar Negro.
pirateoutskirts,There be pirates here.,Aquí hay piratas.
portcrag,The smaller of the two pirate ports.,El más pequeño de los dos puertos piratas.
corecitysewerexit,Even by Core City standards this place is really stinky.,"Incluso para los estándares de Core City, este lugar apesta de verdad."
corering,The circular waterway near the Core City is popularly called Core Ring.,La vía fluvial circular cerca de Core City se llama popularmente Anillo Central.
coreringprotectorateoutpost,The circular waterway near the Core City is popularly called Core Ring. Protectorate likes to set up its outposts there.,La vía fluvial circular cerca de Core City se llama popularmente Anillo Central. Al Protectorado le gusta establecer sus puestos de avanzada allí.
rigperiphery,"Too close to the Rig for pirates, but too far from it to get drawn into a bar fight - probably the safest part of any sail.","Demasiado cerca de la Plataforma para los piratas, pero demasiado lejos para verse envuelto en una pelea de bar, probablemente la parte más segura de cualquier navegación."
omegapass,This pass separates the Core Ring from the Dreadpool.,Este paso separa el Anillo Central del Pozo del Terror.
blackstrait,This is as far as most people would dare sail.,Hasta aquí se atreve a navegar la mayoría de la gente.
isaac'sriver,This is the longest known navigable river in the south.,Este es el río navegable más largo conocido en el sur.
huntinggrounds,There are large numbers of hoppers and boars in these here caves.,Hay un gran número de saltarines y jabalíes en estas cuevas de por aquí.
dreadpool,Look out for pirates.,Cuidado con los piratas.
scrappynarrow,All the scrap that is traded out from Junkyard passes this way.,Toda la chatarra que se comercia desde Junkyard pasa por aquí.
gms_displayname|powerstations.k,GMS (Auxiliary),GMS (Auxiliar)
gms_displayname|securityscopes.k,GMS Compound,Complejo GMS
gms_slot_aux1,AUX 1,AUX 1
gms_slot_aux2,AUX 2,AUX 2
gms_slot_aux3,AUX 3,AUX 3
gms_slot_aux4,AUX 4,AUX 4
gms_client_auxlight,Aux Lights,Luces Auxiliares
gms_client_commons,Commons,Comunes
gms_client_turrets,Turret Defense System,Sistema de Defensa de Torretas
gms_client_elevator,Elevator,Ascensor
gms_client_surv,Surveillance System,Sistema de Vigilancia
cryokinesis,"Materializes an ice shard and shoots it towards the target, dealing {0}-{1} cold and {2}-{3} mechanical damage, and applying Chill debuff which decreases target's movement points by {4} for {5} turns. Stacks {6} times.","Materializa un fragmento de hielo y lo dispara hacia el objetivo, infligiendo {0}-{1} de daño por frío y {2}-{3} de daño mecánico, y aplicando el efecto de estado Frío que disminuye los puntos de movimiento del objetivo en {4} durante {5} turnos. Se acumula {6} veces."
cryokinesis-rt,"Materializes an ice shard and shoots it towards the target, dealing {0}-{1} cold and {2}-{3} mechanical damage, and applying Chill debuff which decreases target's movement speed by 10% for {4} seconds. Stacks {5} times.","Materializa un fragmento de hielo y lo dispara hacia el objetivo, infligiendo {0}-{1} de daño por frío y {2}-{3} de daño mecánico, y aplicando el efecto de estado Frío que disminuye la velocidad de movimiento del objetivo en un 10% durante {4} segundos. Se acumula {5} veces."
cryostasis,Suspends the target in cryostasis for {0} turns plus an additional turn per Chill effect currently on the target. Any damage will undo cryostasis.\n\nThe effect can be lessened or mitigated through cold resistance.,Suspende al objetivo en criostasis durante {0} turnos más un turno adicional por cada efecto de Frío que tenga actualmente el objetivo. Cualquier daño deshará la criostasis.\n\nEl efecto puede disminuirse o mitigarse mediante la resistencia al frío.
cryostasis-rt,Suspends the target in cryostasis for {0} seconds plus additional {1} seconds per Chill effect currently on the target. Any damage will undo cryostasis.\n\nThe effect can be lessened or mitigated through cold resistance.,Suspende al objetivo en criostasis durante {0} segundos más {1} segundos adicionales por cada efecto de Frío que tenga actualmente el objetivo. Cualquier daño deshará la criostasis.\n\nEl efecto puede disminuirse o mitigarse mediante la resistencia al frío.
telekineticpunch,"Telekinetical force strikes the target, dealing {0}-{1} mechanical damage and stunning it for {2} unless it passes a fortitude check. The stun only affects organic targets.","Una fuerza telequinética golpea al objetivo, infligiendo {0}-{1} de daño mecánico y aturdiéndolo durante {2} a menos que supere una prueba de fortaleza. El aturdimiento solo afecta a objetivos orgánicos."
telekineticpunch-rt,"Telekinetical force strikes the target, dealing {0}-{1} mechanical damage and stunning it for {2} seconds unless it passes resolve check. The stun affects only organic targets.","Una fuerza telequinética golpea al objetivo, infligiendo {0}-{1} de daño mecánico y aturdiéndolo durante {2} segundos a menos que supere una prueba de entereza. El aturdimiento solo afecta a objetivos orgánicos."
pyrokinesis,Creates a ball of superheated gas and hurls it to the designated area. Everyone caught in the blast take {0}-{1} heat damage.,Crea una bola de gas sobrecalentado y la lanza al área designada. Todos los atrapados en la explosión reciben {0}-{1} de daño por calor.
pyrokinesispyromaniac,"There's a {0}% chance for each target to catch on fire, suffering {1}% of the original damage dealt again over {2}.","Hay una probabilidad del {0}% de que cada objetivo se incendie, sufriendo de nuevo el {1}% del daño original infligido durante {2}."
neuraloverload,"Short circuits the central nervous system of a living target dealing {0}-{1} electrical damage. Damage is increased by {2}% for every target's point of intelligence above {3}.\n\nThis damage cannot be shielded and bypasses standard electrical resistance, but can be lowered by the target's resolve.","Cortocircuita el sistema nervioso central de un objetivo vivo infligiendo {0}-{1} de daño eléctrico. El daño se incrementa en un {2}% por cada punto de inteligencia del objetivo por encima de {3}.\n\nEste daño no se puede proteger con escudo y elude la resistencia eléctrica estándar, pero puede reducirse mediante la entereza del objetivo."
neuraloverloadintimidation,"Also intimidates the target, reducing their offensive skills by {0} for {1}.","También intimida al objetivo, reduciendo sus habilidades ofensivas en {0} durante {1}."
neuraloverloadcerebralacidization,Deals another {0}% of the original damage over {1} as unresistable acid damage.,Inflige otro {0}% del daño original durante {1} como daño ácido irresistible.
forcefield-old,Places an impenetrable force field on the designated unoccupied location for {0} turns.,Coloca un campo de fuerza impenetrable en la ubicación desocupada designada durante {0} turnos.
forcefield,Places a force field on the designated unoccupied location and all unoccupied tiles adjecent to it that has {0} health. Lasts until destroyed or up to {1} turns.\n\nDestroying one segment of the force field will break all of it.,Coloca un campo de fuerza en la ubicación desocupada designada y en todas las casillas desocupadas adyacentes a ella que tenga {0} de salud. Dura hasta que se destruye o hasta {1} turnos.\n\nDestruir un segmento del campo de fuerza lo romperá por completo.
frighten,Projects terrifying images into the target's mind in an attempt to cause it to panic for up to {0} turns.,Proyecta imágenes terroríficas en la mente del objetivo en un intento de provocarle pánico durante un máximo de {0} turnos.
forceemission-old,"While this ability is active, your unarmed attacks deal additional {0} damage and have the range of {1}, but at the cost of {2} psi points per attack.","Mientras esta habilidad esté activa, tus ataques sin armas infligen {0} de daño adicional y tienen un alcance de {1}, pero a costa de {2} puntos de psi por ataque."
forceemission,"While this ability is active, your unarmed and fist weapon attacks deal additional {0} damage, but at the cost of {1} psi points per attack.","Mientras esta habilidad esté activa, tus ataques sin armas y con armas de puño infligen {0} de daño adicional, pero a costa de {1} puntos de psi por ataque."
pyrokineticstream,"Creates a stream of fire towards the targeted location, damaging everything in its path for {0}-{1} heat damage every tick. The stream hits the targets {2} times plus an additional time for every {3} spare action points and {4} spare psi points remaining after the initial invocation.","Crea una corriente de fuego hacia la ubicación objetivo, infligiendo {0}-{1} de daño térmico por pulso a todo lo que se encuentre en su camino. La corriente golpea a los objetivos {2} veces, más una vez adicional por cada {3} puntos de acción sobrantes y {4} puntos de psi sobrantes después de la invocación inicial."
pyrokineticstreampyromaniac,"Every time a target is damaged there's a {0}% chance it will catch on fire, suffering {1}% of the original damage dealt again over {2}.","Cada vez que un objetivo recibe daño, hay un {0}% de probabilidad de que se incendie, sufriendo un {1}% del daño original infligido de nuevo durante {2}."
electrokinesis,"Projects an electrical bolt that deals {0}-{1} electrical damage to the primary target and stuns it for {2} before jumping to a nearby target (unless fully resisted). It can jump up to {3} times, but the damage decreases by {4}% of the original amount with each jump. It can strike the same target multiple times, but it needs at least two targets to jump between. Only the primary target is stunned.","Proyecta un rayo eléctrico que inflige {0}-{1} de daño eléctrico al objetivo principal y lo aturde durante {2} antes de saltar a un objetivo cercano (a menos que se resista por completo). Puede saltar hasta {3} veces, pero el daño disminuye en un {4}% de la cantidad original con cada salto. Puede golpear al mismo objetivo varias veces, pero necesita al menos dos objetivos para saltar entre ellos. Solo el objetivo principal queda aturdido."
mentalbreakdown|psi.k,"Incapacitates the target for up to {0} and reduces its resolve by {1}%. If a detrimental thought control psi ability is invoked against the target during this period it will have double the effect, but will end the mental breakdown.","Incapacita al objetivo hasta {0} y reduce su temple en un {1}%. Si se invoca una habilidad psi perjudicial de control mental contra el objetivo durante este período, tendrá el doble de efecto, pero terminará con el colapso mental."
mentalbreakdown|statuseffects.k,"This character is incapacitated and suffering {0}% reduced resolve. If a detrimental thought control psi ability is invoked against them it will have double the effect, but will end the mental breakdown.","Este personaje está incapacitado y sufre una reducción del temple del {0}%. Si se invoca una habilidad psi perjudicial de control mental contra él, tendrá el doble de efecto, pero terminará con el colapso mental."
bilocation,Creates a doppelganger of a human target bent on their destruction. The doppelganger is immune to all physical attacks and deals {0}-{1} mental damage that bypasses all shields and resistances. Lasts for {2}.,Crea un doppelganger de un objetivo humano empeñado en su destrucción. El doppelganger es inmune a todos los ataques físicos e inflige {0}-{1} de daño mental que ignora todos los escudos y resistencias. Dura {2}.
telekineticproxy,"Moves the telekinetic proxy from its current location to the specified location, dealing {0} damage to everything in its path. If the proxy is not present, is too far away, or doesn't have a clear straight line path to the destination, a new one will be spawned.\n\nTelekinetic proxy will mimic your damaging telekinetic psi abilities and effects if the target is within its radius. The proxy lasts {1}, but the timer refreshes with each move or mimic.","Mueve el proxy telequinético desde su ubicación actual hasta la ubicación especificada, infligiendo {0} de daño a todo lo que se encuentre en su camino. Si el proxy no está presente, está demasiado lejos o no tiene una línea recta despejada hasta el destino, se generará uno nuevo.\n\nEl proxy telequinético imitará tus habilidades y efectos psi telequinéticos dañinos si el objetivo está dentro de su radio. El proxy dura {1}, pero el temporizador se reinicia con cada movimiento o imitación."
thermodynamicdestabilization|psi.k,"Afflicts the target with thermodynamical destabilization for {0}. If the target is destroyed during this period it explodes, dealing heat and mechanical damage to surrounding characters that (in total) equals {1}% of the target's health at the point in which it was afflicted.","Aflige al objetivo con desestabilización termodinámica durante {0}. Si el objetivo es destruido durante este período, explotará, infligiendo daño térmico y mecánico a los personajes circundantes que (en total) equivaldrá al {1}% de la salud del objetivo en el momento en que fue afligido."
thermodynamicdestabilization|statuseffects.k,"If this target is destroyed it will explode, dealing {0} and {1} damage to the surrounding characters.","Si este objetivo es destruido, explotará, infligiendo {0} y {1} de daño a los personajes circundantes."
thermodynamicdestabilizationpyromaniac,"For each target caught in the explosion there's a {0}% chance to catch on fire, suffering {1}% of the original damage dealt again over {2}.","Por cada objetivo atrapado en la explosión, hay un {0}% de probabilidad de que se incendie, sufriendo un {1}% del daño original infligido de nuevo durante {2}."
enrage,Enrages a living target for up to {0} which causes it to turn hostile to everything.,"Enfurece a un objetivo vivo hasta {0}, lo que hace que se vuelva hostil hacia todo."
psicognitiveinterruption,"Burns up {0}-{1} of target's psi points, dealing damage equal to {2}% of psi burned. This damage cannot be shielded and bypasses standard resistance, but can be lowered by the target's resolve.\n\nIt also applies psionic inhibition to the target for up to {3}, preventing it from invoking psi abilities or regenerating psi points.","Quema {0}-{1} de los puntos psi del objetivo, infligiendo un daño igual al {2}% de psi quemado. Este daño no puede ser escudado e ignora la resistencia estándar, pero puede ser reducido por el temple del objetivo.\n\nTambién aplica inhibición psiónica al objetivo hasta {3}, impidiéndole invocar habilidades psi o regenerar puntos psi."
pseudospatialprojection|psi.k,"In the minds of your enemies you project {0} additional copies of yourself in your immediate vicinity that last up to {1}. Each time you are attacked by a weapon or unarmed attack, there's a chance (depending on attacker's resolve) that the attack will hit a copy instead, removing it from play. \n\nMachines and true-sighted attackers are not affected.","En las mentes de tus enemigos, proyectas {0} copias adicionales de ti mismo en tu vecindad inmediata que duran hasta {1}. Cada vez que eres atacado con un arma o un ataque sin armas, existe la posibilidad (dependiendo del temple del atacante) de que el ataque golpee una copia en su lugar, eliminándola del juego.\n\nLas máquinas y los atacantes con vista verdadera no se ven afectados."
pseudospatialprojection|statuseffects.k,"Unarmed and weapon attacks have a chance to miss this character, instead removing one of the psionic projections.","Los ataques sin armas y con armas tienen la posibilidad de fallar a este personaje, eliminando en su lugar una de las proyecciones psiónicas."
neurovisualdisruption|psi.k,"You disappear from the sight of the target, removing its ability to detect for {0} and immediately entering stealth. Target also has its perception reduced by {1} and detection by {2}% for {3}.\n\nInvoking this ability immediately drains all your remaining action and movement points. Does not work on machines or true-sighted creatures. Can only be invoked in combat.","Desapareces de la vista del objetivo, eliminando su capacidad de detección durante {0} e entrando inmediatamente en sigilo. El objetivo también tiene su percepción reducida en {1} y la detección en {2}% durante {3}.\n\nInvocar esta habilidad drena inmediatamente todos tus puntos de acción y movimiento restantes. No funciona en máquinas o criaturas con vista verdadera. Solo se puede invocar en combate."
neurovisualdisruption|statuseffects.k,Cannot detect stealthed characters.,No puede detectar personajes en sigilo.
electrokineticimprint,"Generates an electrokinetic imprint at the target location that deals {0} damage to the first character that steps on it and stuns it for {1}. If you try to place the imprint on top of a trap, it will backfire. You can only have one imprint active at a time.","Genera una impronta electroquinética en la ubicación objetivo que inflige {0} de daño al primer personaje que la pisa y lo aturde durante {1}. Si intentas colocar la impronta encima de una trampa, fallará. Solo puedes tener una impronta activa a la vez."
implosion,"Deals mechanical damage equal to {0}% of target's current health. This attack bypasses damage thresholds and shields, but cannot critically hit.","Inflige daño mecánico igual al {0}% de la salud actual del objetivo. Este ataque ignora los umbrales de daño y los escudos, pero no puede asestar golpes críticos."
disruptivefield|psi.k,Creates a disruptive field around the target that reduces their chance to hit with ranged and thrown weapons by {0}% for {1}.,Crea un campo disruptivo alrededor del objetivo que reduce su probabilidad de golpear con armas a distancia y arrojadizas en un {0}% durante {1}.
disruptivefield|statuseffects.k,Chance to hit with ranged and thrown weapon reduced by {0}%.,Probabilidad de golpear con armas a distancia y arrojadizas reducida en un {0}%.
cryokineticorb,"You launch a large frozen orb which shatters on impact, sending ice shards flying in all directions. Each shard deals {0} and {1} damage and chills the target. \n\nChilled characters have their movement points decreased by {2} for {3}. This effect stacks {4} times.\n\nDue to shards fanning out, targets closer to the place of impact may be hit by multiple shards, while those farther away might not be hit at all.\n\nEach shard has {5}% chance to inflict a bleeding wound that does additional {6}% of the original mechanical damage done over {7}.","Lanzas un gran orbe congelado que se hace añicos al impactar, enviando esquirlas de hielo volando en todas direcciones. Cada esquirla inflige {0} y {1} de daño y enfría al objetivo.\n\nLos personajes enfriados tienen sus puntos de movimiento disminuidos en {2} durante {3}. Este efecto se acumula {4} veces.\n\nDebido a que las esquirlas se dispersan, los objetivos más cercanos al lugar del impacto pueden ser alcanzados por múltiples esquirlas, mientras que los más alejados podrían no ser alcanzados en absoluto.\n\nCada esquirla tiene un {5}% de probabilidad de infligir una herida sangrante que inflige un {6}% adicional del daño mecánico original infligido durante {7}."
exothermicaura|psi.k,"Makes you immune to heat damage and generates flames around you and in your wake. Lasts {0}, but the flames won't be generated on the last turn.\n\nCreatures standing in the fire suffer heat damage equal to {1}%-{2}% of their maximal health (up to maximum of {3}-{4}), plus additional {5}-{6}, depending on the intensity of fire at that spot, while creatures moving through the fire suffer one third of that damage per tile.","Te hace inmune al daño térmico y genera llamas a tu alrededor y a tu paso. Dura {0}, pero las llamas no se generarán en el último turno.\n\nLas criaturas que se encuentren en el fuego sufren daño térmico igual al {1}%-{2}% de su salud máxima (hasta un máximo de {3}-{4}), más {5}-{6} adicionales, dependiendo de la intensidad del fuego en ese punto, mientras que las criaturas que se muevan a través del fuego sufren un tercio de ese daño por casilla."
exothermicaura|statuseffects.k,You are immune to heat damage and generate flames around you and in your wake (except on the last turn).,Eres inmune al daño térmico y generas llamas a tu alrededor y a tu paso (excepto en el último turno).
cryoshield|psi.k,"Creates {0} frozen shards around the invoker. Each time the character suffers a melee attack, there's a {1}% chance that one of the shards will block {2} of mechanical damage and be destroyed in the process. Lasts {3} or until all shards are destroyed.","Crea {0} esquirlas congeladas alrededor del invocador. Cada vez que el personaje sufre un ataque cuerpo a cuerpo, hay un {1}% de probabilidad de que una de las esquirlas bloquee {2} de daño mecánico y sea destruida en el proceso. Dura {3} o hasta que todas las esquirlas sean destruidas."
cryoshield|statuseffects.k,"Each time the character suffers a melee attack, there's a {0}% chance that one of the shards will block {1} of mechanical damage and be destroyed in the process.","Cada vez que el personaje sufre un ataque cuerpo a cuerpo, hay un {0}% de probabilidad de que una de las esquirlas bloquee {1} de daño mecánico y sea destruida en el proceso."
temporaldistorsion-old,"Places a debuff on the target that lasts {0} and deals {1} and {2} damage when it expires. In the case the target is already affected by temporal distortion, its duration will be increased by {3} and damage by {4}% and the newly applied temporal distortion will have the same duration and damage bonus. Damage dealt by this ability ignores shield and {5}% of damage resistance and threshold. This ability cannot critically hit.","Coloca un perjuicio en el objetivo que dura {0} e inflige {1} y {2} de daño cuando expira. En caso de que el objetivo ya esté afectado por distorsión temporal, su duración aumentará en {3} y el daño en {4}%, y la distorsión temporal recién aplicada tendrá la misma duración y bonificación de daño. El daño infligido por esta habilidad ignora el escudo y el {5}% de la resistencia y umbral al daño. Esta habilidad no puede asestar golpes críticos."
temporaldistorsion|psi.k,"Places a debuff on the target that lasts {0} and deals {1} and {2} damage when it expires. In the case the target is already affected by temporal distortion, its damage will be increased by {3}% and the newly applied temporal distortion will have the same duration and damage bonus. Damage dealt by this ability ignores shield and {4}% of damage resistance and threshold. This ability cannot critically hit.","Coloca un perjuicio en el objetivo que dura {0} e inflige {1} y {2} de daño cuando expira. En caso de que el objetivo ya esté afectado por distorsión temporal, su daño aumentará en {3}% y la distorsión temporal recién aplicada tendrá la misma duración y bonificación de daño. El daño infligido por esta habilidad ignora el escudo y el {4}% de la resistencia y umbral al daño. Esta habilidad no puede asestar golpes críticos."
temporaldistorsion|statuseffects.k,"When this effect expires, it will deal {0} and {1} damage to the target. This damage ignores shield and {2}% of damage resistance and threshold.","Cuando este efecto expire, infligirá {0} y {1} de daño al objetivo. Este daño ignora el escudo y el {2}% de la resistencia y umbral al daño."
entropicrecurrence|psi.k,"Repeats {0}% of the last unit of damage taken by the target over {1}. This damage ignores shields and resistances. In cases when the original damage was very slight, the recurrence may actually empower it.","Repite el {0}% de la última unidad de daño recibida por el objetivo durante {1}. Este daño ignora los escudos y las resistencias. En los casos en que el daño original fue muy leve, la recurrencia puede incluso potenciarlo."
entropicrecurrence|statuseffects.k,The character suffers {0} damage every turn. This damage ignores shields and resistances.,El personaje sufre {0} de daño cada turno. Este daño ignora los escudos y las resistencias.
psychotemporaldilation|psi.k,Reduces target's action points by {0} and movement points by {1}. Lasts {2}.,Reduce los puntos de acción del objetivo en {0} y los puntos de movimiento en {1}. Dura {2}.
psychotemporaldilation|statuseffects.k,Action points reduced by {0} and movement points reduced by {1}.,Puntos de acción reducidos en {0} y puntos de movimiento reducidos en {1}.
psychotemporalcontraction|psi.k,"Increases target's action points by {0} and movement points by {1}. Lasts {2}. After the effect ends, there's a {3}% chance of it reversing into a psychotemporal dilation of varying power.","Aumenta los puntos de acción del objetivo en {0} y los puntos de movimiento en {1}. Dura {2}. Después de que el efecto termine, hay un {3}% de probabilidad de que se invierta en una dilatación psicotemporal de potencia variable."
psychotemporalcontraction|statuseffects.k,"Action points increased by {0} and movement points increased by {1}. After the effect ends, there's a {2}% chance of it reversing into a psychotemporal dilation of varying power.","Puntos de acción aumentados en {0} y puntos de movimiento aumentados en {1}. Después de que el efecto termine, hay un {2}% de probabilidad de que se invierta en una dilatación psicotemporal de potencia variable."
limitedtemporalincrement,Reduces all remaining cooldowns by {0}.,Reduce todos los tiempos de reutilización restantes en {0}.
temporaryrewind|psi.k,"Reverses the last damage done to the target, up to maximum of {0} health points. After two turns this health is lost and this may cause the target to die.","Invierte el último daño infligido al objetivo, hasta un máximo de {0} puntos de salud. Después de dos turnos, esta salud se pierde y esto puede provocar la muerte del objetivo."
temporaryrewind|statuseffects.k,"After this effect ends, the character will take {0} damage. This damage ignores shields and resistances.","Después de que este efecto termine, el personaje recibirá {0} de daño. Este daño ignora los escudos y las resistencias."
precognition|psi.k,"While this ability is active, your chance to dodge and evade attacks is increased by {0}% (additively). Drains {1} psi points every turn.","Mientras esta habilidad esté activa, tu probabilidad de esquivar y evadir ataques aumenta en un {0}% (aditivamente). Drena {1} puntos de psi cada turno."
precognition|statuseffects.k,Chance to dodge and evade attacks increased by {0}% (additively). Drains {1} psi points every turn.,Probabilidad de esquivar y evadir ataques aumentada en un {0}% (aditivamente). Drena {1} puntos de psi cada turno.
stasis|psi.k,"Places the target in stasis for {0}, making it immune to all damage and most disabling effects, but also preventing it from acting. While in stasis, the target's status effects will not progress (except the stasis one), but the cooldowns will.","Coloca al objetivo en estasis durante {0}, haciéndolo inmune a todo daño y a la mayoría de los efectos incapacitantes, pero también impidiéndole actuar. Mientras está en estasis, los efectos de estado del objetivo no progresarán (excepto el de estasis), pero sí los tiempos de reutilización."
stasis|statuseffects.k,"Immune to all damage and most disabling effects, but cannot act. The character's status effects do not progress, but the cooldowns do.\n\nThis will expire at the beginning of the last turn of duration instead of at the end.","Inmune a todo daño y a la mayoría de los efectos incapacitantes, pero no puede actuar. Los efectos de estado del personaje no progresan, pero sí los tiempos de reutilización.\n\nEsto expirará al comienzo del último turno de duración en lugar de al final."
psychokineticchain,Links up to {0} enemies into psychokinetic chain which transfers {1}% of all direct mechanical and electrical damage down the chain to the next link as mechanical damage that bypasses energy shields. Maximum total damage transferred from link to link is {2}. The chain lasts {3} or until broken.,Encadena hasta {0} enemigos en una cadena psicoquinética que transfiere el {1}% de todo el daño mecánico y eléctrico directo por la cadena al siguiente eslabón como daño mecánico que ignora los escudos de energía. El daño total máximo transferido de eslabón a eslabón es {2}. La cadena dura {3} o hasta que se rompe.
telekineticgrounding|psi.k,"Immobilizes the target for up to {0}. This ability cannot be resisted, but the victim has a chance to free itself at the end of every turn. This chance starts out small but increases steadily as the telekinetic chains weaken over time. Also, the higher your strength, the easier it is to free yourself.","Inmoviliza al objetivo hasta {0}. Esta habilidad no puede ser resistida, pero la víctima tiene la posibilidad de liberarse al final de cada turno. Esta probabilidad comienza siendo pequeña, pero aumenta constantemente a medida que las cadenas telequinéticas se debilitan con el tiempo. Además, cuanto mayor sea tu fuerza, más fácil será liberarse."
telekineticgrounding|statuseffects.k,"This character is immobilized for now by telekinetic force, but may manage to break free.","Este personaje está inmovilizado por ahora por la fuerza telequinética, pero puede que consiga liberarse."
plasmabeam,"Projects a beam of superheated plasma that intensifies towards its maximum range. It reaches maximum power 2/3 of the way there, where it can deal {0} and {1} damage to anyone in its trajectory.","Proyecta un haz de plasma sobrecalentado que se intensifica hacia su alcance máximo. Alcanza la máxima potencia a 2/3 del camino, donde puede infligir {0} y {1} de daño a cualquiera que se encuentre en su trayectoria."
psychosomaticpredation,"Creates a predatory focus in the invoker against a living enemy, granting {0}% bonus damage to the predator's weapon and unarmed attacks, but reduces the damage of these attacks against everyone else by {1}%. The damage bonus is double if the attack is melee, and again doubled if performed against a frightened enemy. Lasts up to {2}, as long as the predator and prey stay relatively near each other.\n\nIf the predator kills the target with a direct attack, they will regain {3} psi.","Crea un enfoque depredador en el invocador contra un enemigo vivo, otorgando un {0}% de daño adicional a las armas y ataques sin armas del depredador, pero reduce el daño de estos ataques contra todos los demás en un {1}%. La bonificación de daño se duplica si el ataque es cuerpo a cuerpo, y se vuelve a duplicar si se realiza contra un enemigo asustado. Dura hasta {2}, siempre y cuando el depredador y la presa permanezcan relativamente cerca el uno del otro.\n\nSi el depredador mata al objetivo con un ataque directo, recuperará {3} psi."
motorcognitivetransference,"Reduces each of the target's offensive skills base values by up to {0}% (capped at {1}) and then transfers half of this amount to invoker's base skill value or changes the invoker's base skill value to up to {2}% of that of the target (capped at {3}), whichever will yield the higher effective skill. Lasts up to {4}. Only works on humanoids.","Reduce los valores base de cada una de las habilidades ofensivas del objetivo hasta en un {0}% (limitado a {1}) y luego transfiere la mitad de esta cantidad al valor base de habilidad del invocador o cambia el valor base de habilidad del invocador hasta el {2}% del del objetivo (limitado a {3}), lo que resulte en una habilidad efectiva mayor. Dura hasta {4}. Solo funciona en humanoides."
