Variable,Original,Translation
combatExoskeleton,Combat Exoskeleton,Exoesqueleto de Combate
xphw_Armors.2,"A heavily-armored full-body powered exoskeleton. Geared for subordinate combatants, it provides strength and speed enhancements, heads-up display, and an integrated wristblade for close-quarters battle. The original stimulation delivery system has been redesigned and connected to a brain-machine interface that replaces the default tactical communication module.","Un exoesqueleto de poder de cuerpo completo fuertemente blindado. Diseñado para combatientes subordinados, proporciona mejoras de fuerza y velocidad, pantalla frontal y una hoja de muñeca integrada para el combate cuerpo a cuerpo. El sistema de entrega de estimulación original ha sido rediseñado y conectado a una interfaz cerebro-máquina que reemplaza el módulo de comunicación táctica predeterminado."
intercessorExoskeleton,Intercessor Exoskeleton,Exoesqueleto de Intercesor
xphw_Armors.0,"A lightly-armored full-body powered exoskeleton. Primarily designed for psionic officers, it features a multistage cascaded psionic amplifier that aids in focus and projection of their psionic abilities, especially those that require nuance and precision. <br><br>As with the combat exoskeleton, its original stimulation delivery system has been redesigned and connected to a brain-machine interface that replaces the default tactical communication module.","Un exoesqueleto de poder de cuerpo completo ligeramente blindado. Diseñado principalmente para oficiales psiónicos, presenta un amplificador psiónico en cascada de múltiples etapas que ayuda en el enfoque y la proyección de sus habilidades psiónicas, especialmente aquellas que requieren matices y precisión. <br><br>Al igual que con el exoesqueleto de combate, su sistema de entrega de estimulación original ha sido rediseñado y conectado a una interfaz cerebro-máquina que reemplaza el módulo de comunicación táctica predeterminado."
belt.launcherGrenadeBelt,Launcher Grenade Strap Belt,Cinturón Portagranadas de Lanzador
xphw_Armors.10,"You can store a lot of grenades for your grenade launcher on this belt, and quickly access them when reloading.",Puedes guardar muchas granadas para tu lanzagranadas en este cinturón y acceder rápidamente a ellas al recargar.
perceptualIsolationHelmet,Perceptual Isolation Helmet,Casco de Aislamiento Perceptual
xphw_Armors.11,Keeps the user away from sensory distractions.,Mantiene al usuario alejado de las distracciones sensoriales.
psychophractExoskeleton,Psychophract Exoskeleton,Exoesqueleto Psicofracto
xphw_Armors.1,"A heavily-armored full-body powered exoskeleton. Primarily designed for psionic combatants, it features a high-power psionic amplifier capable of boosting psionic abilities beyond their usual limits, perhaps at the cost of consistency and precision. <br><br>As with the combat exoskeleton, its original stimulation delivery system has been redesigned and connected to a brain-machine interface that replaces the default tactical communication module.","Un exoesqueleto de poder de cuerpo completo fuertemente blindado. Diseñado principalmente para combatientes psiónicos, presenta un amplificador psiónico de alta potencia capaz de impulsar las habilidades psiónicas más allá de sus límites habituales, tal vez a costa de consistencia y precisión. <br><br>Al igual que con el exoesqueleto de combate, su sistema de entrega de estimulación original ha sido rediseñado y conectado a una interfaz cerebro-máquina que reemplaza el módulo de comunicación táctica predeterminado."
technomedicExoskeleton,Technomedic Exoskeleton,Exoesqueleto Tecnomédico
xphw_Armors.3,"A medium-armored full-body powered exoskeleton. Besides having numerous medical instruments, some designed for fast medication delivery and resuscitation, it's also equipped with electromechanical tools for repairing, recharging and otherwise maintaining exoskeletons and related equipment. <br><br>As with the combat exoskeleton, its original stimulation delivery system has been redesigned and connected to a brain-machine interface that replaces the default tactical communication module.","Un exoesqueleto de poder de cuerpo completo medianamente blindado. Además de tener numerosos instrumentos médicos, algunos diseñados para la administración rápida de medicamentos y la reanimación, también está equipado con herramientas electromecánicas para reparar, recargar y mantener de otra manera exoesqueletos y equipos relacionados. <br><br>Al igual que con el exoesqueleto de combate, su sistema de entrega de estimulación original ha sido rediseñado y conectado a una interfaz cerebro-máquina que reemplaza el módulo de comunicación táctica predeterminado."
broadheadBoltBlueprint,Blueprint: Broadhead Bolt,Plano: Dardo de Cabeza Ancha
XpblBlueprint|broadheadbolt.item,Contains instructions on how to create broadhead bolts.,Contiene instrucciones sobre cómo crear dardos de cabeza ancha.
XpblBlueprint|coagulationshot.item,Contains instructions on how to create a coagulation shot.,Contiene instrucciones sobre cómo crear un disparo de coagulación.
XpblBlueprint|hypercerebrix.item,Contains instructions on how to create a Hypercerebrix pill.,Contiene instrucciones sobre cómo crear una píldora Hypercerebrix.
XpblBlueprint|machete.item,Contains detailed instructions on how to create a machete.,Contiene instrucciones detalladas sobre cómo crear un machete.
XpblBlueprint|plasmagrenade.item,Contains instructions on how to create an plasma grenade.,Contiene instrucciones sobre cómo crear una granada de plasma.
XpblBlueprint|plasmamine.item,Contains instructions on how to create an plasma mine.,Contiene instrucciones sobre cómo crear una mina de plasma.
XpblBlueprint|psionicaccelerator.item,Contains instructions on how to create a psionic accelerator.,Contiene instrucciones sobre cómo crear un acelerador psiónico.
XpblBlueprint|shotgun.item,Contains instructions on how to create a shotgun.,Contiene instrucciones sobre cómo crear una escopeta.
XpblBlueprint|shotgunshells.item,Contains instructions on how to reload shotgun shells.,Contiene instrucciones sobre cómo recargar cartuchos de escopeta.
XpblBlueprint|spear.item,Contains detailed instructions on how to create a spear.,Contiene instrucciones detalladas sobre cómo crear una lanza.
XpblBlueprint|spyingendoscope.item,Contains instructions on how to create a spying endoscope.,Contiene instrucciones sobre cómo crear un endoscopio espía.
XpblBlueprint|stingballgrenade.item,Contains instructions on how to create a stingball grenade.,Contiene instrucciones sobre cómo crear una granada de aguijón.
XpblBlueprint|thirdeye.item,Contains instructions on how to create a Third Eye pill.,Contiene instrucciones sobre cómo crear una píldora Tercer Ojo.
XpblBlueprint|twitch.item,Contains instructions on how to create a twitch concoction.,Contiene instrucciones sobre cómo crear una concocción de espasmos.
blueprint.coagulationShot,Blueprint: Coagulation Shot,Plano: Disparo de Coagulación
blueprint.hypercerebrix,Blueprint: Hypercerebrix,Plano: Hypercerebrix
macheteBlueprint,Blueprint: Machete,Plano: Machete
plasmaGrenadeBlueprint,Blueprint: Plasma Grenade,Plano: Granada de Plasma
plasmaMineBlueprint,Blueprint: Plasma Mine,Plano: Mina de Plasma
blueprint.psionicAccelerator,Blueprint: Psionic Accelerator,Plano: Acelerador Psiónico
shotgunBlueprint,Blueprint: Shotgun,Plano: Escopeta
shotgunShellsBlueprint,Blueprint: Shotgun Shells,Plano: Cartuchos de Escopeta
spearBlueprint,Blueprint: Spear,Plano: Lanza
spyingEndoscopeBlueprint,Blueprint: Spying Endoscope,Plano: Endoscopio Espía
stingballGrenadeBlueprint,Blueprint: Stingball Grenade,Plano: Granada de Aguijón
blueprint.thirdEye,Blueprint: Third Eye,Plano: Tercer Ojo
blueprint.twitch,Blueprint: Twitch,Plano: Espasmo
clusterLauncherGrenadeBlueprint,Blueprint: Cluster Launcher Grenades,Plano: Granadas de Lanzador de Racimo
XphwBlueprint|clusterlaunchergrenade.item,Contains instructions on how to create 40mm cluster launcher grenades.,Contiene instrucciones sobre cómo crear granadas de lanzador de racimo de 40mm.
XphwBlueprint|concussivelaunchergrenade.item,Contains instructions on how to create 25mm concussive launcher grenades.,Contiene instrucciones sobre cómo crear granadas de lanzador de conmoción de 25mm.
XphwBlueprint|fraglaunchergrenade.item,Contains instructions on how to create frag launcher grenades.,Contiene instrucciones sobre cómo crear granadas de lanzador de fragmentación.
XphwBlueprint|grenadelauncher.item,Contains instructions on how to create a hand-held grenade launcher.,Contiene instrucciones sobre cómo crear un lanzagranadas de mano.
XphwBlueprint|highexplosivelaunchergrenade.item,Contains instructions on how to create high-explosive launcher grenades.,Contiene instrucciones sobre cómo crear granadas de lanzador de alto explosivo.
XphwBlueprint|incendiarylaunchergrenade.item,Contains instructions on how to create 25mm incendiary launcher grenades.,Contiene instrucciones sobre cómo crear granadas de lanzador incendiarias de 25mm.
XphwBlueprint|lmg.item,Contains instructions on how to create a light machine gun.,Contiene instrucciones sobre cómo crear una ametralladora ligera.
XphwBlueprint|minigun.item,Contains instructions on how to create a minigun.,Contiene instrucciones sobre cómo crear una minigun.
XphwBlueprint|parafibroticregenerationcatalyst.item,Contains instructions on how to create Parafibrotic Regeneration Catalyst.,Contiene instrucciones sobre cómo crear Catalizador de Regeneración Parafibrotica.
XphwBlueprint|thermobariclaunchergrenade.item,Contains instructions on how to create 40mm thermobaric launcher grenades.,Contiene instrucciones sobre cómo crear granadas de lanzador termobáricas de 40mm.
concussiveLauncherGrenadeBlueprint,Blueprint: Concussive Launcher Grenades,Plano: Granadas de Lanzador de Conmoción
fragLauncherGrenadeBlueprint,Blueprint: Frag Launcher Grenades,Plano: Granadas de Lanzador de Fragmentación
grenadeLauncherBlueprint,Blueprint: Grenade Launcher,Plano: Lanzagranadas
highExplosiveLauncherGrenadeBlueprint,Blueprint: High-explosive Launcher Grenades,Plano: Granadas de Lanzador de Alto Explosivo
incendiaryLauncherGrenadeBlueprint,Blueprint: Incendiary Launcher Grenades,Plano: Granadas de Lanzador Incendiarias
lmgBlueprint,Blueprint: Light Machine Gun,Plano: Ametralladora Ligera
minigunBlueprint,Blueprint: Minigun,Plano: Minigun
blueprint.parafibroticRegenerationCatalyst,Blueprint: Parafibrotic Regeneration Catalyst,Plano: Catalizador de Regeneración Parafibrotica
thermobaricLauncherGrenadeBlueprint,Blueprint: Thermobaric Launcher Grenades,Plano: Granadas de Lanzador Termobáricas
case.Caliber_127,12.7mm Case,Vaina de 12.7mm
Ammo.55,An empty 12.7mm bullet case.,Una vaina de bala de 12.7mm vacía.
case.Caliber_44,.44 Case,Vaina de .44
Ammo.35,An empty .44 bullet case.,Una vaina de bala de .44 vacía.
case.Caliber_5,5mm Case,Vaina de 5mm
Ammo.5,An empty 5mm bullet case.,Una vaina de bala de 5mm vacía.
case.Caliber_762,7.62mm Case,Vaina de 7.62mm
Ammo.15,An empty 7.62mm bullet case.,Una vaina de bala de 7.62mm vacía.
case.Caliber_86,8.6mm Case,Vaina de 8.6mm
Ammo.45,An empty 8.6mm bullet case.,Una vaina de bala de 8.6mm vacía.
case.Caliber_9,9mm Case,Vaina de 9mm
Ammo.25,An empty 9mm bullet case.,Una vaina de bala de 9mm vacía.
Fish.Anglerfish,The fisher becomes the fished.,El pescador se convierte en el pescado.
Fish.BlackDragon|blackdragon.item,Black Dragon,Dragón Negro
Fish.BlackDragon|blackdragon.item,It's not as dangerous as it sounds.,No es tan peligroso como suena.
blueEel,Blue Eel,Anguila Azul
Items.BlueEel,"A delicious looking eel. Would make a great sandwich or it could be processed for medical uses, I guess.","Una anguila de aspecto delicioso. Sería un gran sándwich o podría procesarse para usos médicos, supongo."
Fish.DemonSquid|demonsquid.item,Demon Squid,Calamar Demonio
Fish.DemonSquid|demonsquid.item,It's not as dangerous as it sounds.,No es tan peligroso como suena.
Fish.Ghostface,A rare freakish semi-transparent squid.,Un raro calamar semitransparente y monstruoso.
Fish.Minihead,It's a miniature giant deep shallows hammer head.,Es una cabeza de martillo enana gigante de aguas poco profundas.
Fish.Pentapus,Five eights as dangerous as an octopus.,Cinco octavos tan peligroso como un pulpo.
Fish.PhantomJelly|phantomjelly.item,Phantom Jelly,Medusa Fantasma
Fish.PhantomJelly|phantomjelly.item,"The elusive phantom jellyfish. It has no brain, but it still wants to kill you.","La escurridiza medusa fantasma. No tiene cerebro, pero aún así quiere matarte."
Fish.Shrimp,Rare and tasty.,Raro y sabroso.
Fish.Slackjaw,Looks dumb and edible.,Parece tonto y comestible.
Fish.WalkingFish|walkingfish.item,Walking Fish,Pez Caminante
Fish.WalkingFish|walkingfish.item,It's some sort of a walking fish. This thing should not be.,Es una especie de pez caminante. Esta cosa no debería existir.
Fish.YellowPuckerfish|yellowpuckerfish.item,Yellow Puckerfish,Pez Besucón Amarillo
Fish.YellowPuckerfish|yellowpuckerfish.item,It just needs some love... and seasoning.,Solo necesita un poco de cariño... y aderezo.
adaptiveLens,Adaptive Lens,Lente Adaptativa
Components.AdaptiveLens,This is a standard auto-adaptive lens that enhances mid to long range vision of any eye.,Se trata de una lente auto-adaptativa estándar que mejora la visión a media y larga distancia de cualquier ojo.
DescPlural|adaptivelens.item,adaptive lenses,lentes adaptativas
DescPlural|motiontrackinglens.item,motion tracking lenses,lentes de rastreo de movimiento
DescPlural|seekerlens.item,seeker lenses,lentes buscadoras
DescPlural|smartlens.item,smart lenses,lentes inteligentes
Components.86,"Literally gives a spring to your step, but is quite noisy.","Literalmente te da un impulso en tu andar, pero es bastante ruidoso."
BootsDesc|bootspring.item,"They are equipped with compact military grade springs that allow the wearer to move faster, but also make a lot of noise.","Están equipadas con resortes compactos de grado militar que permiten al usuario moverse más rápido, pero también hacen mucho ruido."
BootsDesc|galvanicfoampadding.item,They are padded with insulating foam that protects the wearer against electricity.,Están acolchadas con espuma aislante que protege al usuario contra la electricidad.
BootsDesc|highdensityfoampadding.item,They are padded with high-density foam.,Están acolchadas con espuma de alta densidad.
BootsDesc|insulatingfoampadding.item,They are padded with insulating foam that protects the wearer against cold.,Están acolchadas con espuma aislante que protege al usuario contra el frío.
BootsDesc|softfoampadding.item,They are padded with soft foam.,Están acolchadas con espuma blanda.
gogglesFrame,Goggles Frame,Montura de Gafas
Components.24,This is a frame for advanced tactical goggles. It supports a single vision processing module and an energy core to power it.,Esta es una montura para gafas tácticas avanzadas. Admite un único módulo de procesamiento de visión y un núcleo de energía para alimentarlo.
Components.Headlight,The combat purpose headlamp meant to be mounted on a metal helmet and connected to an energy core.,El faro de propósito de combate destinado a ser montado en un casco de metal y conectado a un núcleo de energía.
imageIntesifierTube,Image Intensifier Tube,Tubo Intensificador de Imagen
Components.27,The main component in a night vision device.,El componente principal en un dispositivo de visión nocturna.
Prefix|imageintensifiertube.item,Night Vision,Visión Nocturna
Prefix|highfrequencyshieldmodulator.item,High Frequency,Alta Frecuencia
Prefix|lowfrequencyshieldmodulator.item,Low Frequency,Baja Frecuencia
Prefix|mediumfrequencyshieldmodulator.item,Medium Frequency,Frecuencia Media
Desc,an image intensifier tube that provides night vision capability,un tubo intensificador de imagen que proporciona capacidad de visión nocturna
Components.MotionTrackingLens,"Motion tracking lenses highlight various, potentially hostile, movement patterns in the user's field of vision.","Las lentes de rastreo de movimiento resaltan diversos patrones de movimiento, potencialmente hostiles, en el campo de visión del usuario."
NamePrefix,Motion Tracking,Rastreo de Movimiento
Components.ProximalNeuroscopicFilter,"When added to a psionic device, this neuroscopic filter helps the wearer instinctively discern behavioral patterns of their enemies, allowing their psionics to peak in critical moments.","Cuando se añade a un dispositivo psiónico, este filtro neuroscópico ayuda al usuario a discernir instintivamente los patrones de comportamiento de sus enemigos, permitiendo que sus psiónicos alcancen su punto máximo en momentos críticos."
PsionicHeadbandDesc|proximalneuroscopicfilter.item,"It's equipped with a proximal neuroscopic filter that helps the wearer instinctively discern behavioral patterns of their enemies, allowing their psionics to peak in critical moments.","Está equipado con un filtro neuroscópico proximal que ayuda al usuario a discernir instintivamente los patrones de comportamiento de sus enemigos, permitiendo que sus psiónicos alcancen su punto máximo en momentos críticos."
PsionicHeadbandDesc|psicircuitextension.item,The extension at the back allows for more efficient innervation.,La extensión en la parte posterior permite una inervación más eficiente.
PsionicHeadbandDesc|psionicmufflers.item,"The attached mufflers reduce the dispersion of psionic energy, making the invoker more efficient.","Los silenciadores adjuntos reducen la dispersión de energía psiónica, haciendo al invocador más eficiente."
PsionicHeadbandDesc|stableneuralamplifier.item,"Due to neural amplifier at the top, the wearer's critical psionic discharge is increased.","Debido al amplificador neuronal en la parte superior, la descarga psiónica crítica del usuario se incrementa."
PsionicHeadbandDesc|magnifyingneuroscopicfilter_cryogenicbarrier.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
PsionicHeadbandDesc|magnifyingneuroscopicfilter_cryokinesis.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the weaerer's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
PsionicHeadbandDesc|magnifyingneuroscopicfilter_cryokineticorb.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
PsionicHeadbandDesc|magnifyingneuroscopicfilter_electrokinesis.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
PsionicHeadbandDesc|magnifyingneuroscopicfilter_neuraloverload.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
PsionicHeadbandDesc|magnifyingneuroscopicfilter_plasmabeam.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
PsionicHeadbandDesc|magnifyingneuroscopicfilter_pyrokinesis.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
PsionicHeadbandDesc|magnifyingneuroscopicfilter_pyrokineticstream.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
PsionicHeadbandDesc|magnifyingneuroscopicfilter_telekineticpunch.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
PsionicHeadbandDesc|magnifyingneuroscopicfilter_temporaldistorsion.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,Está equipado con un filtro neuroscópico de aumento que amplifica el poder de tu {0}.
psiCircuitExtension,Psi Circuit Extension,Extensión de Circuito Psi
Components.PsiCircuitExtension,"When added to a psionic enhancement device, it allows for more efficient innervation.","Cuando se añade a un dispositivo de mejora psiónica, permite una inervación más eficiente."
psionicHeadband,Psionic Headband Frame,Montura de Diadema Psiónica
Components.200,This is a base psionic headband frame. When combined with a psionic modulator it can enhance the wearer's psionic abilities.,"Esta es una montura de diadema psiónica base. Cuando se combina con un modulador psiónico, puede mejorar las habilidades psiónicas del usuario."
Components.202,This psionic modulator is designed specifically to enhance the wearer's metathermic psionics.,Este modulador psiónico está diseñado específicamente para mejorar los psiónicos metatérmicos del usuario.
Components.203,This psionic modulator is designed specifically to enhance the wearer's psychokinetics.,Este modulador psiónico está diseñado específicamente para mejorar la psicoquinesis del usuario.
Components.204,This psionic modulator is designed specifically to enhance the wearer's thought control psionics.,Este modulador psiónico está diseñado específicamente para mejorar los psiónicos de control mental del usuario.
Components.201,"This psionic modulator affects all areas of psionic potential, also known as psi schools.","Este modulador psiónico afecta a todas las áreas del potencial psiónico, también conocidas como escuelas psi."
Components.208,"When added to a psionic enhancement device, these reduce the dispersion of psionic energy, making the invoker more efficient.","Cuando se añaden a un dispositivo de mejora psiónica, estos reducen la dispersión de energía psiónica, haciendo al invocador más eficiente."
rubberSole,Rubber Sole,Suela de Goma
Components.87,Rubber shoe sole. You'll need two of these when crafting any kind of footwear.,Suela de zapato de goma. Necesitarás dos de estas para fabricar cualquier tipo de calzado.
Components.SeekerLens,The seeker lens is specially designed to interface with the targeting system to highlight target's weak spots.,La lente buscadora está especialmente diseñada para interactuar con el sistema de puntería para resaltar los puntos débiles del objetivo.
shadedVisor,Shaded Visor,Visera Ahumada
Components.ShadedVisor,This shaded glass visor can be used in creating a helmet that will shield the wearer from blinding effects.,Esta visera de cristal ahumado se puede utilizar para crear un casco que proteja al usuario de efectos cegadores.
Components.SmartLens,This lens can interact with the targeting system to increase the efficiency of precision shots.,Esta lente puede interactuar con el sistema de puntería para aumentar la eficiencia de los disparos de precisión.
Components.207,"When added to a psionic device it increases the wearer's psionic peak in a stable manner, amplifying the critical psionic discharge without any drawbacks.","Cuando se añade a un dispositivo psiónico, aumenta el pico psiónico del usuario de manera estable, amplificando la descarga psiónica crítica sin ningún inconveniente."
supersteelFiber,Super Steel Fiber,Fibra de Super Acero
Components.48,This long elastic super steel fiber can be used to infuse leather in order to enhance its properties.,Esta larga y elástica fibra de super acero se puede utilizar para infundir cuero con el fin de mejorar sus propiedades.
supersteelSheet,Super Steel Sheet,Lámina de Super Acero
Components.136,It's a thin sheet of super steel that can be used in place of conventional ballistic panels when creating tactical vests and riot armor.,Es una fina lámina de super acero que se puede utilizar en lugar de paneles balísticos convencionales al crear chalecos tácticos y armaduras antidisturbios.
ArmorDescription|supersteelsheet.item,a thin sheet of super steel with high bullet stopping capabilities.,una fina lámina de super acero con alta capacidad de detención de balas.
ArmorDescription|ceramicplate.item,It's reinforced with ceramic plates that increase the penetration threshold.,Está reforzada con placas de cerámica que aumentan el umbral de penetración.
ArmorDescription|nanocompositeplate.item,It's reinforced with nanocomposite plating that reduces damage taken from the most devastating attacks.,Está reforzada con un revestimiento nanocompuesto que reduce el daño recibido de los ataques más devastadores.
ArmorDescription|laminatedfabric.item,"a ballistic panel made of laminated fabric that has hard rigid surface, valued for its high bullet stopping capabilities.","un panel balístico hecho de tela laminada que tiene una superficie dura y rígida, valorada por su alta capacidad de detención de balas."
ArmorDescription|reinforcedfabric.item,a hybrid ballistic panel.,un panel balístico híbrido.
ArmorDescription|burrowercarapace.item,It's reinforced with burrower carapace that increases the penetration threshold.,Está reforzada con caparazón de excavador que aumenta el umbral de penetración.
ArmorDescription|psibeetlecarapace.item,It's reinforced with psi beetle carapace that somewhat increases the penetration threshold and enhances the wearer's psionic capabilities.,Está reforzada con caparazón de escarabajo psi que aumenta ligeramente el umbral de penetración y mejora las capacidades psiónicas del usuario.
ArmorDescription|aluminizedcloth.item,Its surface material can somewhat reflect the high radiant loads produced by fire.,Su material de superficie puede reflejar ligeramente las altas cargas radiantes producidas por el fuego.
ArmorDescription|blastcloth.item,"Its outer layer is made from ""blast cloth"" which enhances protection from impacts of explosions.","Su capa exterior está hecha de ""tela explosiva"" que mejora la protección contra los impactos de explosiones."
ArmorDescription|kevlarcloth.item,Its outer layer is made from kevlar cloth that enhances bullet stopping capabilities.,Su capa exterior está hecha de tela de kevlar que mejora la capacidad de detención de balas.
ArmorDescription|ancientrathoundleather.item,"This {0} is made of exceptional ancient rathound leather. It's thick and strong and, of course, quite smelly.","Este {0} está hecho de excepcional cuero de rata topo ancestral. Es grueso y fuerte y, por supuesto, bastante maloliente."
ArmorDescription|cavehopperleather.item,This {0} is made of cave hopper leather. ,Este {0} está hecho de cuero de saltamontes de cueva.
ArmorDescription|infusedancientrathoundleather.item,"This {0} is made of exceptional ancient rathound leather infused with super steel fiber. It's thick and strong and, of course, quite smelly.","Este {0} está hecho de excepcional cuero de rata topo ancestral infundido con fibra de super acero. Es grueso y fuerte y, por supuesto, bastante maloliente."
ArmorDescription|infusedcavehopperleather.item,This {0} is made of infused cave hopper leather. ,Este {0} está hecho de cuero de saltamontes de cueva infundido.
ArmorDescription|infusedmutateddogleather.item,This {0} is made from leather of mutated dog infused with super steel fiber. It sure is ugly.,Este {0} está hecho de cuero de perro mutado infundido con fibra de super acero. Ciertamente es feo.
ArmorDescription|infusedpigleather.item,This {0} is made of durable pig leather infused with super steel fiber.,Este {0} está hecho de cuero de cerdo duradero infundido con fibra de super acero.
ArmorDescription|infusedrathoundleather.item,"This {0} is made of infused rathound leather. No matter how hard you try to wash it out, the faint stench of this filthy creature remains.","Este {0} está hecho de cuero de rata topo infundido. No importa cuánto intentes lavarlo, el leve hedor de esta criatura inmunda permanece."
ArmorDescription|infusedsiphonerleather.item,This {0} is made of slippery slimy siphoner skin infused with super steel fiber.,Este {0} está hecho de resbaladiza piel viscosa de sifonador infundida con fibra de super acero.
ArmorDescription|mutateddogleather.item,This {0} is made from leather of mutated dog. It sure is ugly.,Este {0} está hecho de cuero de perro mutado. Ciertamente es feo.
ArmorDescription|pigleather.item,This {0} is made of durable pig leather.,Este {0} está hecho de cuero de cerdo duradero.
ArmorDescription|rathoundleather.item,"This {0} is made of rathound leather. No matter how hard you try to wash it out, the faint stench of this filthy creature remains.","Este {0} está hecho de cuero de rata topo. No importa cuánto intentes lavarlo, el leve hedor de esta criatura inmunda permanece."
ArmorDescription|siphonerleather.item,This {0} is made of slippery slimy siphoner skin.,Este {0} está hecho de resbaladiza piel viscosa de sifonador.
ArmorDescription|galvanicfoampadding.item,It's padded with galvanic foam that protects the wearer against electricity.,Está acolchado con espuma galvánica que protege al usuario contra la electricidad.
ArmorDescription|highdensityfoampadding.item,"It's padded with high density foam that provides additional protection, but makes the armor more cumbersome.","Está acolchado con espuma de alta densidad que proporciona protección adicional, pero hace que la armadura sea más engorrosa."
ArmorDescription|insulatingfoampadding.item,It's padded with insulating foam that protects the wearer against cold.,Está acolchado con espuma aislante que protege al usuario contra el frío.
ArmorDescription|softfoampadding.item,It's padded with soft foam that prevents the squeaky leather sounds as the wearer moves around.,Está acolchado con espuma blanda que evita los chirridos del cuero mientras el usuario se mueve.
ArmorDescription|biohazardvest.item,This biohazard vest carries,Este chaleco de riesgo biológico lleva
ArmorDescription|galvanicvest.item,This vest provides moderate protection against electrical attacks and carries,Este chaleco proporciona una protección moderada contra ataques eléctricos y lleva
ArmorDescription|insulatedvest.item,This insulated vest carries,Este chaleco aislado lleva
ArmorDescription|regenerativevest.item,This state of the art carrier vest regenerates wearer's wounds and carries,Este chaleco portador de última generación regenera las heridas del usuario y lleva
ArmorDescription|sturdyvest.item,This sturdy vest carries,Este chaleco robusto lleva
ArmorDescription|colossalcrabcarapace.item,It's reinforced with colossal crab carapace that increases the penetration threshold.,Está reforzado con caparazón de cangrejo colosal que aumenta el umbral de penetración.
ArmorDescription|giantcrabcarapace.item,It's reinforced with giant crab carapace that increases the penetration threshold.,Está reforzado con caparazón de cangrejo gigante que aumenta el umbral de penetración.
ArmorDescription|psicrabcarapace.item,It's reinforced with psi crab carapace that increases the penetration threshold and the wearer's psionic regeneration.,Está reforzado con caparazón de cangrejo psi que aumenta el umbral de penetración y la regeneración psiónica del usuario.
ArmorDescription|bisonleather.item,This {0} is made of durable bison leather.,Este {0} está hecho de cuero de bisonte duradero.
ArmorDescription|greatersiphonerleather.item,This {0} is made of slippery slimy greater siphoner skin.,Este {0} está hecho de resbaladiza piel viscosa de sifonador mayor.
ArmorDescription|heartbreakerserpentskin.item,This {0} is made of slick and scaly heartbreaker serpent skin. Its colorful pattern gleams hypnotically.,Este {0} está hecho de piel de serpiente rompecorazones resbaladiza y escamosa. Su patrón colorido brilla hipnóticamente.
ArmorDescription|infusedbisonleather.item,This {0} is made of durable bison leather infused with super steel fiber.,Este {0} está hecho de cuero de bisonte duradero infundido con fibra de super acero.
ArmorDescription|infusedgreatersiphonerleather.item,This {0} is made of slippery slimy greater siphoner skin infused with super steel fiber.,Este {0} está hecho de resbaladiza piel viscosa de sifonador mayor infundida con fibra de super acero.
ArmorDescription|infusedheartbreakerserpentskin.item,This {0} is made of slick and scaly heartbreaker serpent skin infused with super steel fiber. Its colorful pattern gleams hypnotically.,Este {0} está hecho de piel de serpiente rompecorazones resbaladiza y escamosa infundida con fibra de super acero. Su patrón colorido brilla hipnóticamente.
ArmorDescription|infusedleperserpentskin.item,This {0} is made of tough scaly leper serpent skin infused with super steel fiber. It's rough and unpleasant to touch and gives out acrid odor.,Este {0} está hecho de piel de serpiente leprosa escamosa y resistente infundida con fibra de super acero. Es áspera y desagradable al tacto y desprende un olor acre.
ArmorDescription|infusedseawyrmscales.item,This {0} is made of Sea Wyrm scaly skin infused with super steel fiber. It's tough and heavy.,Este {0} está hecho de piel escamosa de Sierpe Marina infundida con fibra de super acero. Es resistente y pesada.
ArmorDescription|leperserpentskin.item,This {0} is made of tough scaly leper serpent skin. It's rough and unpleasant to touch and gives out acrid odor.,Este {0} está hecho de piel de serpiente leprosa escamosa y resistente. Es áspera y desagradable al tacto y desprende un olor acre.
ArmorDescription|seawyrmscales.item,This {0} is made of Sea Wyrm scaly skin. It's tough and heavy.,Este {0} está hecho de piel escamosa de Sierpe Marina. Es resistente y pesada.
Components.Visor,This toughened glass visor is used in constructing a helmet.,Esta visera de cristal endurecido se utiliza en la construcción de un casco.
