Variable,Original,Translation
motion|statuseffects.k,"This cat is in motion, which means that intelligence and perception are reduced by {0}, while maximum psi points are increased by {1} and psi regeneration is increased by {2}. Also, resolve is reduced by {3}%.",
grenadelauncher|itemblueprints.k,"Grenade launchers can shoot special grenades that damage all targets in the blast radius. The radius itself depends on the type of grenade used.\n\nIt can be created from frame and barrel parts. The caliber of the grenades is determined by the frame and the barrel, and can be either 25mm or 40mm.\n\nGrenade launcher will also require either a box magazine (25mm frames) or revolver-style magazine (40mm frames). Heavier magazines will make the weapon require more strength from the user.\n\nA number of optional components can also be added to further enhance the weapon.",
grenadelauncher|weapons.k,This is a {0}caliber {1} type grenade launcher.,
highexplosivelaunchergrenade,"You can create high explosive launcher grenades using appropriate grenade cases (25mm or 40mm), hexogen, and TNT.",
fraglaunchergrenade,"You can create fragmentation launcher grenades using appropriate grenade cases (25mm or 40mm), TNT, and metal scraps.",
thermobariclaunchergrenade,"You can create the feared thermobaric launcher grenades using 40mm grenade cases, hexogen, and magnesium.",
clusterlaunchergrenade,"You can create cluster launcher grenades using 40mm grenade cases, TNT, metal plates, and starter mixture.",
concussivelaunchergrenade,"You can create concussive launcher grenades using 25mm grenade cases, TNT, magnesium, and small oxygen tanks.",
incendiarylaunchergrenade,"You can create incendiary launcher grenades using 25mm grenade cases, TNT, and napalm C.",
lightmachinegun,"Light machine gun (LMG) is a powerful automatic high-caliber weapon that has a high rate of fire, but also higher bullet spread and lower accuracy at long range.\n\nIt can be created from frame and barrel parts. The caliber is determined by the barrel, and can be either 9mm or .44.\n\nLMG will also require either a box magazine or ammo belt. Heavier magazines will make the weapon require more strength from the user.\n\nA number of optional components can also be added to further enhance the weapon.",
minigun|itemblueprints.k,"Minigun is a powerful automatic-fire high-caliber weapon that has an incredible rate of fire once it reaches its full rotating speed. However, this comes at the cost of wide bullet spread and lower accuracy at long range.\n\nIt requires a lot of strength to operate properly.\n\nIt can be created from frame, barrel, and motor parts. The caliber is determined by the barrel, and can be either .44 or 12.7mm.\n\nThe type of motor used will determine the dynamics of the weapon's barrel rotation and hence the firing rate.\n\nIt will also require an ammo belt. Heavier ammo belts will make the weapon require more strength from the user. A secondary ammo belt can be attached as an extension, but the additional weight can potentially make the weapon even harder to wield.\n\nA number of optional components can also be added to further enhance the weapon.",
minigun|weapons.k,This is a {0}caliber {1} type minigun. It's got a {2} autonomous electric motor that rotates the barrels.,
parafibroticregenerationcatalyst,"You can create ampules of special regenerative concoction known as Parafibrotic Regeneration Catalyst, which can be used with the Technomedic exoskeleton suit. All you need is ampules, blood, organic gel electrolyte, morphine, and macrophage fluid.",
southgatestation,This is your home base. It's a vertical compound that spans between Lower Underrail and lower caves.,
southgateoutposts,Caves containing series of small outposts once used by South Gate Station.,
sgs-l2,"You can purchase weapons and armors from Lucas at the armory here, and also practice your gun skills at the shooting range.",
sgs-l3,Purchase food and gossip around in the cantina. Tanner's office is also on this level.,
sgs-l4,Vera's office is on this level.,
sgs-l5,"This level contains the private quarters of many of the stations inhabitants, including yours.",
sgs-l6,You can get medical and psionic attention here.,
sgs-l7,"This is where mechanical, electronic and computer engineering takes place. You can purchase related equipment here.",
sgs-l8,This is where the animals are kept and plants and fungi are grown. You can purchase various biological components here.,
sgs-l9,You can exit into the caves here or go to the docks.,
sgsdocks,"From here you can set sail to Junkyard, Camp Hathor, and Core City.",
siphonerpools,You can hear the sound of water bubbling up all around you.,
junkyarddocks,"Controlled by ruthless Black Eels. From here you can set sail to South Gate Station, Camp Hathor and Core City.",
junkyard-depota,The original junkyard. Now a dangerous place overrun by mutants.,
junkyardgate,Gate to the settlement known as Junkyard.,
corecitygates,Gates to Core City.,
foundryentrance,Entrance to the industrial town of Foundry.,
gatestoinstituteoftchort,"Entrance to the Institute of Tchort, an esoteric sciento-religious community.",
epionelab,"Old research lab, now used for... other purposes.",
panacealabentrance,Entrance to an old research lab.,
panacealab,"Old research lab, now used for... other purposes.",
deepcavernpassage,Caved-in passage.,
cytosineoutpost,Tchortists outpost in Deep Cavern.,
rathoundlair,Red beedy eyes in the darkness.,
lowerunderrailfacility,Old abandoned Biocorp facility.,
unknown,You're not sure where you are...,
blackseagrotto,A secluded grotto.,
jaws,The numerous stalagmites and stalactites here give jaw-like appearance to this passageway that leads to the Black Sea.,
portceto-skidrow,This large makeshift port is home to the Black Sea pirates.,
portceto,This large makeshift port is home to the Black Sea pirates.,
portceto-katya'shomestead,This large makeshift port is home to the Black Sea pirates.,
pirateoutskirts,There be pirates here.,
portcrag,The smaller of the two pirate ports.,
corecitysewerexit,Even by Core City standards this place is really stinky.,
corering,The circular waterway near the Core City is popularly called Core Ring.,
coreringprotectorateoutpost,The circular waterway near the Core City is popularly called Core Ring. Protectorate likes to set up its outposts there.,
rigperiphery,"Too close to the Rig for pirates, but too far from it to get drawn into a bar fight - probably the safest part of any sail.",
omegapass,This pass separates the Core Ring from the Dreadpool.,
blackstrait,This is as far as most people would dare sail.,
isaac'sriver,This is the longest known navigable river in the south.,
huntinggrounds,There are large numbers of hoppers and boars in these here caves.,
dreadpool,Look out for pirates.,
scrappynarrow,All the scrap that is traded out from Junkyard passes this way.,
gms_displayname|powerstations.k,GMS (Auxiliary),
gms_displayname|securityscopes.k,GMS Compound,
gms_slot_aux1,AUX 1,
gms_slot_aux2,AUX 2,
gms_slot_aux3,AUX 3,
gms_slot_aux4,AUX 4,
gms_client_auxlight,Aux Lights,
gms_client_commons,Commons,
gms_client_turrets,Turret Defense System,
gms_client_elevator,Elevator,
gms_client_surv,Surveillance System,
cryokinesis,"Materializes an ice shard and shoots it towards the target, dealing {0}-{1} cold and {2}-{3} mechanical damage, and applying Chill debuff which decreases target's movement points by {4} for {5} turns. Stacks {6} times.",
cryokinesis-rt,"Materializes an ice shard and shoots it towards the target, dealing {0}-{1} cold and {2}-{3} mechanical damage, and applying Chill debuff which decreases target's movement speed by 10% for {4} seconds. Stacks {5} times.",
cryostasis,Suspends the target in cryostasis for {0} turns plus an additional turn per Chill effect currently on the target. Any damage will undo cryostasis.\n\nThe effect can be lessened or mitigated through cold resistance.,
cryostasis-rt,Suspends the target in cryostasis for {0} seconds plus additional {1} seconds per Chill effect currently on the target. Any damage will undo cryostasis.\n\nThe effect can be lessened or mitigated through cold resistance.,
telekineticpunch,"Telekinetical force strikes the target, dealing {0}-{1} mechanical damage and stunning it for {2} unless it passes a fortitude check. The stun only affects organic targets.",
telekineticpunch-rt,"Telekinetical force strikes the target, dealing {0}-{1} mechanical damage and stunning it for {2} seconds unless it passes resolve check. The stun affects only organic targets.",
pyrokinesis,Creates a ball of superheated gas and hurls it to the designated area. Everyone caught in the blast take {0}-{1} heat damage.,
pyrokinesispyromaniac,"There's a {0}% chance for each target to catch on fire, suffering {1}% of the original damage dealt again over {2}.",
neuraloverload,"Short circuits the central nervous system of a living target dealing {0}-{1} electrical damage. Damage is increased by {2}% for every target's point of intelligence above {3}.\n\nThis damage cannot be shielded and bypasses standard electrical resistance, but can be lowered by the target's resolve.",
neuraloverloadintimidation,"Also intimidates the target, reducing their offensive skills by {0} for {1}.",
neuraloverloadcerebralacidization,Deals another {0}% of the original damage over {1} as unresistable acid damage.,
forcefield-old,Places an impenetrable force field on the designated unoccupied location for {0} turns.,
forcefield,Places a force field on the designated unoccupied location and all unoccupied tiles adjecent to it that has {0} health. Lasts until destroyed or up to {1} turns.\n\nDestroying one segment of the force field will break all of it.,
frighten,Projects terrifying images into the target's mind in an attempt to cause it to panic for up to {0} turns.,
forceemission-old,"While this ability is active, your unarmed attacks deal additional {0} damage and have the range of {1}, but at the cost of {2} psi points per attack.",
forceemission,"While this ability is active, your unarmed and fist weapon attacks deal additional {0} damage, but at the cost of {1} psi points per attack.",
pyrokineticstream,"Creates a stream of fire towards the targeted location, damaging everything in its path for {0}-{1} heat damage every tick. The stream hits the targets {2} times plus an additional time for every {3} spare action points and {4} spare psi points remaining after the initial invocation.",
pyrokineticstreampyromaniac,"Every time a target is damaged there's a {0}% chance it will catch on fire, suffering {1}% of the original damage dealt again over {2}.",
electrokinesis,"Projects an electrical bolt that deals {0}-{1} electrical damage to the primary target and stuns it for {2} before jumping to a nearby target (unless fully resisted). It can jump up to {3} times, but the damage decreases by {4}% of the original amount with each jump. It can strike the same target multiple times, but it needs at least two targets to jump between. Only the primary target is stunned.",
mentalbreakdown|psi.k,"Incapacitates the target for up to {0} and reduces its resolve by {1}%. If a detrimental thought control psi ability is invoked against the target during this period it will have double the effect, but will end the mental breakdown.",
mentalbreakdown|statuseffects.k,"This character is incapacitated and suffering {0}% reduced resolve. If a detrimental thought control psi ability is invoked against them it will have double the effect, but will end the mental breakdown.",
bilocation,Creates a doppelganger of a human target bent on their destruction. The doppelganger is immune to all physical attacks and deals {0}-{1} mental damage that bypasses all shields and resistances. Lasts for {2}.,
telekineticproxy,"Moves the telekinetic proxy from its current location to the specified location, dealing {0} damage to everything in its path. If the proxy is not present, is too far away, or doesn't have a clear straight line path to the destination, a new one will be spawned.\n\nTelekinetic proxy will mimic your damaging telekinetic psi abilities and effects if the target is within its radius. The proxy lasts {1}, but the timer refreshes with each move or mimic.",
thermodynamicdestabilization|psi.k,"Afflicts the target with thermodynamical destabilization for {0}. If the target is destroyed during this period it explodes, dealing heat and mechanical damage to surrounding characters that (in total) equals {1}% of the target's health at the point in which it was afflicted.",
thermodynamicdestabilization|statuseffects.k,"If this target is destroyed it will explode, dealing {0} and {1} damage to the surrounding characters.",
thermodynamicdestabilizationpyromaniac,"For each target caught in the explosion there's a {0}% chance to catch on fire, suffering {1}% of the original damage dealt again over {2}.",
enrage,Enrages a living target for up to {0} which causes it to turn hostile to everything.,
psicognitiveinterruption,"Burns up {0}-{1} of target's psi points, dealing damage equal to {2}% of psi burned. This damage cannot be shielded and bypasses standard resistance, but can be lowered by the target's resolve.\n\nIt also applies psionic inhibition to the target for up to {3}, preventing it from invoking psi abilities or regenerating psi points.",
pseudospatialprojection|psi.k,"In the minds of your enemies you project {0} additional copies of yourself in your immediate vicinity that last up to {1}. Each time you are attacked by a weapon or unarmed attack, there's a chance (depending on attacker's resolve) that the attack will hit a copy instead, removing it from play. \n\nMachines and true-sighted attackers are not affected.",
pseudospatialprojection|statuseffects.k,"Unarmed and weapon attacks have a chance to miss this character, instead removing one of the psionic projections.",
neurovisualdisruption|psi.k,"You disappear from the sight of the target, removing its ability to detect for {0} and immediately entering stealth. Target also has its perception reduced by {1} and detection by {2}% for {3}.\n\nInvoking this ability immediately drains all your remaining action and movement points. Does not work on machines or true-sighted creatures. Can only be invoked in combat.",
neurovisualdisruption|statuseffects.k,Cannot detect stealthed characters.,
electrokineticimprint,"Generates an electrokinetic imprint at the target location that deals {0} damage to the first character that steps on it and stuns it for {1}. If you try to place the imprint on top of a trap, it will backfire. You can only have one imprint active at a time.",
implosion,"Deals mechanical damage equal to {0}% of target's current health. This attack bypasses damage thresholds and shields, but cannot critically hit.",
disruptivefield|psi.k,Creates a disruptive field around the target that reduces their chance to hit with ranged and thrown weapons by {0}% for {1}.,
disruptivefield|statuseffects.k,Chance to hit with ranged and thrown weapon reduced by {0}%.,
cryokineticorb,"You launch a large frozen orb which shatters on impact, sending ice shards flying in all directions. Each shard deals {0} and {1} damage and chills the target. \n\nChilled characters have their movement points decreased by {2} for {3}. This effect stacks {4} times.\n\nDue to shards fanning out, targets closer to the place of impact may be hit by multiple shards, while those farther away might not be hit at all.\n\nEach shard has {5}% chance to inflict a bleeding wound that does additional {6}% of the original mechanical damage done over {7}.",
exothermicaura|psi.k,"Makes you immune to heat damage and generates flames around you and in your wake. Lasts {0}, but the flames won't be generated on the last turn.\n\nCreatures standing in the fire suffer heat damage equal to {1}%-{2}% of their maximal health (up to maximum of {3}-{4}), plus additional {5}-{6}, depending on the intensity of fire at that spot, while creatures moving through the fire suffer one third of that damage per tile.",
exothermicaura|statuseffects.k,You are immune to heat damage and generate flames around you and in your wake (except on the last turn).,
cryoshield|psi.k,"Creates {0} frozen shards around the invoker. Each time the character suffers a melee attack, there's a {1}% chance that one of the shards will block {2} of mechanical damage and be destroyed in the process. Lasts {3} or until all shards are destroyed.",
cryoshield|statuseffects.k,"Each time the character suffers a melee attack, there's a {0}% chance that one of the shards will block {1} of mechanical damage and be destroyed in the process.",
temporaldistorsion-old,"Places a debuff on the target that lasts {0} and deals {1} and {2} damage when it expires. In the case the target is already affected by temporal distortion, its duration will be increased by {3} and damage by {4}% and the newly applied temporal distortion will have the same duration and damage bonus. Damage dealt by this ability ignores shield and {5}% of damage resistance and threshold. This ability cannot critically hit.",
temporaldistorsion|psi.k,"Places a debuff on the target that lasts {0} and deals {1} and {2} damage when it expires. In the case the target is already affected by temporal distortion, its damage will be increased by {3}% and the newly applied temporal distortion will have the same duration and damage bonus. Damage dealt by this ability ignores shield and {4}% of damage resistance and threshold. This ability cannot critically hit.",
temporaldistorsion|statuseffects.k,"When this effect expires, it will deal {0} and {1} damage to the target. This damage ignores shield and {2}% of damage resistance and threshold.",
entropicrecurrence|psi.k,"Repeats {0}% of the last unit of damage taken by the target over {1}. This damage ignores shields and resistances. In cases when the original damage was very slight, the recurrence may actually empower it.",
entropicrecurrence|statuseffects.k,The character suffers {0} damage every turn. This damage ignores shields and resistances.,
psychotemporaldilation|psi.k,Reduces target's action points by {0} and movement points by {1}. Lasts {2}.,
psychotemporaldilation|statuseffects.k,Action points reduced by {0} and movement points reduced by {1}.,
psychotemporalcontraction|psi.k,"Increases target's action points by {0} and movement points by {1}. Lasts {2}. After the effect ends, there's a {3}% chance of it reversing into a psychotemporal dilation of varying power.",
psychotemporalcontraction|statuseffects.k,"Action points increased by {0} and movement points increased by {1}. After the effect ends, there's a {2}% chance of it reversing into a psychotemporal dilation of varying power.",
limitedtemporalincrement,Reduces all remaining cooldowns by {0}.,
temporaryrewind|psi.k,"Reverses the last damage done to the target, up to maximum of {0} health points. After two turns this health is lost and this may cause the target to die.",
temporaryrewind|statuseffects.k,"After this effect ends, the character will take {0} damage. This damage ignores shields and resistances.",
precognition|psi.k,"While this ability is active, your chance to dodge and evade attacks is increased by {0}% (additively). Drains {1} psi points every turn.",
precognition|statuseffects.k,Chance to dodge and evade attacks increased by {0}% (additively). Drains {1} psi points every turn.,
stasis|psi.k,"Places the target in stasis for {0}, making it immune to all damage and most disabling effects, but also preventing it from acting. While in stasis, the target's status effects will not progress (except the stasis one), but the cooldowns will.",
stasis|statuseffects.k,"Immune to all damage and most disabling effects, but cannot act. The character's status effects do not progress, but the cooldowns do.\n\nThis will expire at the beginning of the last turn of duration instead of at the end.",
psychokineticchain,Links up to {0} enemies into psychokinetic chain which transfers {1}% of all direct mechanical and electrical damage down the chain to the next link as mechanical damage that bypasses energy shields. Maximum total damage transferred from link to link is {2}. The chain lasts {3} or until broken.,
telekineticgrounding|psi.k,"Immobilizes the target for up to {0}. This ability cannot be resisted, but the victim has a chance to free itself at the end of every turn. This chance starts out small but increases steadily as the telekinetic chains weaken over time. Also, the higher your strength, the easier it is to free yourself.",
telekineticgrounding|statuseffects.k,"This character is immobilized for now by telekinetic force, but may manage to break free.",
plasmabeam,"Projects a beam of superheated plasma that intensifies towards its maximum range. It reaches maximum power 2/3 of the way there, where it can deal {0} and {1} damage to anyone in its trajectory.",
psychosomaticpredation,"Creates a predatory focus in the invoker against a living enemy, granting {0}% bonus damage to the predator's weapon and unarmed attacks, but reduces the damage of these attacks against everyone else by {1}%. The damage bonus is double if the attack is melee, and again doubled if performed against a frightened enemy. Lasts up to {2}, as long as the predator and prey stay relatively near each other.\n\nIf the predator kills the target with a direct attack, they will regain {3} psi.",
motorcognitivetransference,"Reduces each of the target's offensive skills base values by up to {0}% (capped at {1}) and then transfers half of this amount to invoker's base skill value or changes the invoker's base skill value to up to {2}% of that of the target (capped at {3}), whichever will yield the higher effective skill. Lasts up to {4}. Only works on humanoids.",
cryogenicbarrier,"Causes shards of ice to be formed from the water taken from the primary target tile that deal {0} and {1} damage to all characters on those tiles. If the tile is traversable and empty, an ice barrier will be left behind that has {2} health and lasts {3} or until destroyed.\n\nTargets that suffer cold damage will also become chilled. Chilled characters have their movement points decreased by {4} for {5}. This effect stacks {6} times.",
gamerules_caption,Game Rules,
gamerules,Set the difficulty and the experience point system for this play-through.,
easydifficulty_caption,Easy Difficulty,
easydifficulty,"This is for people who find the combat on normal difficulty a bit too hard for their taste.\n\n- Player character has double the normal amount of health, while medical consumables heal for more and have reduced cooldown.\n- Some encounters have been made easier either in enemy numbers or through other means.\n- NPCs will on occasion act less intelligently than on normal difficulty.",
normaldifficulty_caption,Normal Difficulty,
normaldifficulty,Provides a lot of challenge to an average hardcore gamer with less room for error in combat. This is the way the game is meant to be played.,
harddifficulty_caption,Hard Difficulty,
harddifficulty,"This difficulty is meant for experienced players as it leaves very little room for error.\n\n- Player character has reduced health, while medical consumables heal for less and have increased cooldown.\n- Some encounters have been made harder either in enemy numbers or through other means.\n- NPCs will on occasion act more intelligently than on normal difficulty.\n- Items are sold for 50% of their value.",
dominatingdifficulty_caption,DOMINATING Difficulty,
dominatingdifficulty,"This difficulty is for the Underrail veterans that no longer find the game challenging enough.\n\n- In addition to player health and cooldown modifications and additional NPC intelligence, it also increases the regular NPC health by 50% and their skill levels by 30% (this bonus is even greater for certain special ""boss"" NPCs).\n- A lot of encounters have been spiced up with many additional enemies or made extremely hard through other means.\n- Items are sold for 25% of their value.\n\nWe do not guarantee that the game can be completed in this mode so choose at your own peril.",
oddityxp_caption,Oddity XP System,
oddityxp,"You gain experience up by collecting ""oddities"" scattered across Underrail and by completing quests. Higher end oddities are found in progressively more dangerous and hard to access areas. No experience is granted for skill usage or killing (though some oddities are only dropped by creatures).",
classicxp_caption,Classic XP System,
classicxp,"You gain experience by killing enemies, completing quests and utilizing certain skills.",
veteran,"You have reached veteran levels and will no longer gain base ability points.\n\nHowever, you'll be able to choose previously unavailable veteran feats, in addition to the standard feats.",
specialization,Your character has gained access to specialization points which can be used to improve your feats.,
sgs_displayname,South Gate Station,
sgs_hack_1,5,
sgs_hack_2,10,
sgs_hack_3,30,
gms_hack_1,25,
aw1_displayname,Warehouse,
aw1_hack_1,30,
aw1_hack_2,60,
rc_warehouse_displayname,Rail Crossing Warehouse,
rc_warehouse_hack_1,50,
lostvault_displayname,Odis Vault,
lostvault_hack_1,70,
guns,"Increases your precision and damage with any type of pistol, SMG or rifle. This includes both firearms and energy weapons.\n\nAlso, the higher your skill level the more advanced weapons you can wield effectively.",
guns_xpbl,"Increases your precision and damage with any type of pistol, SMG, shotgun, or rifle. This includes both firearms and energy weapons.\n\nAlso, the higher your skill level the more advanced weapons you can wield effectively.",
guns_xphw,"Increases your precision and damage with any type of pistol, SMG, rifle, or grenade launcher. This includes both firearms and energy weapons.\n\nAlso, the higher your skill level the more advanced weapons you can wield effectively.",
guns_full,"Increases your precision and damage with any type of pistol, SMG, shotgun, rifle, or grenade launcher. This includes both firearms and energy weapons.\n\nAlso, the higher your skill level the more advanced weapons you can wield effectively.",
heavy guns,"Increases your precision and damage with machine guns and handheld miniguns.\n\nAlso, the higher your skill level the more advanced weapons you can wield effectively.",
crossbows,Increases your precision and damage with crossbows.,
grenades-old,"Allows you to throw grenades more quickly, more often and across greater distance.",
throwing,"Increases your precision with all thrown weapons and utilities, including grenades.",
melee,Increases mechanical damage with melee weapons and unarmed attacks and helps you overcome your target's dodge rating.,
hacking,"Allows you to hack all kinds of computer devices, such as electronic locks, cameras, sentry turrets, etc.",
lockpicking,Allows you to pick mechanical locks and dismantle other mechanical barriers such as ventilation shafts.,
pickpocketing,Allows you to steal items from other characters.,
mechanics,"Represents your knowledge of mechanics. This skill is primarily used in crafting various items, such as weapons, armors and traps.",
electronics,"Represents your knowledge of electronics. This skill is primarily used in crafting various items, such as various electronic utilities and energy weapons.",
chemistry,"Represents your knowledge of chemistry. This skill is primarily used in crafting various items, such as explosives.",
biology,"Represents your knowledge of biology. This skill is primarily used in crafting various items, such as healing and psi restoring concoctions. It also enables you to extract useful substances from plants and animals.",
tailoring,Represents your skill in tailoring leather and cloth materials into pieces of armor.,
thought control,Ability to influence the minds of other living creatures through mental suggestion and domination. Also the ability to focus and enhance your own mental processes and to take greater control of your body.,
psychokinesis,"Ability of the mind to exert mechanical force, as well as to emit electric currents and project electromagnetic fields.",
metathermics,Ability of mind to initiate and control rapid temperature changes and harness exothermic and endothermic energies.,
temporal manipulation,"Ability of mind to manipulate time or time perception on very local level, including partial time suspension, reversal and recurrence.",
persuasion,Your ability to convince the other party to see things your way through non-violent means.,
intimidation,Your ability to make someone act out of fear.,
mercantile,Your ability to work out favorable prices in a business transaction.,
traps,Allows you to plant and disarm increasingly more powerful traps. The higher your skill is the harder your traps are to spot and disarm.\n\nAlso increases your chance of spotting traps.,
pickpocket,You attempt to steal an item from the target's pockets.,
lock,Locks a mechanical or electronic lock providing you have the right key.,
stealth-backup,"Once you are hidden from someone, they will need to pass a perception check to detect you.",
sprint|specialabilities.k,Increases movement points by {0} for {1}. Does not work in stealth.,
sprint|statuseffects.k,Movement points increased by {0} when not in stealth.,
improvedsprint|specialabilities.k,Increases movement points by {0} and action points by {1} for {2}. Does not work in stealth.,
improvedsprint|statuseffects.k,Movement points increased by {0} and action points increased by {1} when not in stealth.,
sprint-rt|specialabilities.k,Increases movement speed by {0}% for {1} seconds.,
sprint-rt|statuseffects.k,Movement speed increased by {0}% when not in stealth.,
yellmonstrous,"Additionally, all affected enemies have {0}% chance to be overwhelmed with fear and run in panic for {1}.",
acidspray,Hurls {0} acid blobs at the target dealing {1} damage per blob and leaving acid pools on the ground.,
acidspray_rusting,"Hurls {0} blobs of rusting acid at the target dealing {1} damage and applying one Rusting debuff per blob, and leaving acid pools on the ground.\n\nRusting debuff reduces durability of all mechanical items in target's posession by {2} per stack each turn for {3}. Stacks {4} times.\n\nRusting acid damage is increased by {5}% against vehicles and machines.",
acidblobattack,"Spit a large acid blob at the target, dealing {0} damage and entangling them in acid for {1} if it lands. While entangled in acid, the victim suffers additional {2} acid damage per turn.",
acidblobattack_rusting,"Spit a large blob of rusting acid at the target, dealing {0} damage, entangling them in rusting acid for {1}, and applying Rusting debuff if it lands. While entangled in acid, the victim suffers additional {2} acid damage and receives additional {3} stacks of Rusting debuff per turn.\n\nRusting debuff reduces durability of all mechanical items in target's posession by {4} per stack each turn for {5}. Stacks {6} times. \n\nRusting acid damage is increased by {7}% against vehicles and machines.",
escapebonds,Instantly remove all immobilization effects.,
shootdreadnoughtrocket,Shoot 30mm dreadnought rocket at the targeted location dealing {0} and {1} damage to everything in {2} tile radius.,
shootharp1rocket,Shoot Harp-1 rocket at the targeted location dealing {0} and {1} damage to everything in {2} tile radius.,
vehicleturbo|specialabilities.k,Instantly consumes {0} vehicle energy and increases the movement speed and movement points of the vehicle by {1}% and energy consumption by {2}% for {3}. The bonuses only work if vehicle is not overencumbered.,
vehicleturbo|statuseffects.k,"Vehicle movement speed and movement points increased by {0}%, but energy consumption increased by {1}%. The bonuses only work if vehicle is not overencumbered.",
changetrigger,Put your finger on the other trigger of the double-barreled shotgun in preparation to shoot the other shell first.,
throwspear,"Throws the spear at the target, dealing {0}%, plus additional {1}% per unit of range, of normal weapon damage. The precision of this attack is dependent on throwing skill.",
shootleviatorplasmacannon,"Fire one of the plasma cannons, dealing {0} and {1} damage to the target. Consumes {2} vehicle energy.",
shootdevastatorfusioncannon,"Fire the fusion cannon, dealing {0} and {1} damage to everything in {2} tile radius. Consumes {3} vehicle energy.",
shootglowjetskilasergun,"Rapidly fires {0} shots from the twin laser guns, dealing {1} per shot. Consumes {2} vehicle energy.",
electroshockaura|specialabilities.k,"When activated it will drain {0} energy from the armor and hit adjacent characters for {1} damage at the end of every turn at the cost of additional {2} energy per character. This will occur at the start of the wearer's turn instead of at the end. Additionally, whenever the wearer is attacked by a melee attack, the attacker will be hit by the same electrical damage at the same energy cost. Whenever this aura deals electrical damage, there's {3}% chance the target will be stunned for {4}.",
electroshockaura|statuseffects.k,"Drains {0} energy from the armor and hits adjacent characters for {1} damage at the end of every turn at the cost of {2} energy per character.\n\nAdditionally, whenever this character is attacked by a melee attack, the attacker will be hit by the same electrical damage at the same energy cost.\n\nWhenever this aura deals electrical damage, there's {3}% chance the target will be stunned for {4}.",
metallineenergization|specialabilities.k,When activated it will drain {1} energy each turn in order to reduce the wearer's overall armor penalty by {0}%.,
metallineenergization|statuseffects.k,"Drains {0} energy from the armor, but reduces the character's overall armor penalty by {1}%.",
energyshieldempowerment|specialabilities.k,When activated it will drain {1} energy each turn in order to increase all energy shielding values by {0}%.,
energyshieldempowerment|statuseffects.k,"Draing {0} energy from the armor, but increases all energy shielding values by {1}%.",
shootlemurianspear,"Fire the spear's inbuilt plasma cannon, dealing {0} and {1} damage to the target. Consumes {2} energy.",
shootlemurianspear_ht,"Fire the spear's inbuilt plasma cannon, dealing {0} and {1} damage to the target. Consumes {2} energy. You are able to apply your special knowledge of high-tech weaponry here to increase its damage.",
shootplasmaflare,"Shoot a plasma flare that burns everything along its path for {0} and {1} damage. Consumes {2} energy.\n\nWhen it lands, it immediately reveals all nearby stealthed targets, and then lights up the area for {3} seconds.",
shootplasmaflare_ht,Shoot a plasma flare that burns everything along its path for {0} and {1} damage. Consumes {2} energy. You are able to apply your special knowledge of high-tech weaponry here to increase its damage.,
towjetski,Tow another jet ski or naval vehicle.,
stoptowingjetski,Stop towing what you're currently towing.,
pickupthrownspear,Picks up the closest thrown spear from the ground.,
hypnotize,Attempts to incapacitate a humanoid target for {0}. Chance to succeed depends on the invoker's persuasion and the target's resolve. Uses {1} energy.,
vanish,"Immediately enter stealth, disappearing from everyone's sight, and convert all remaining action points into movement points.",
wirelesschargingaura|specialabilities.k,"When activated it will transfer up to {0} energy at {1}% efficiency from the source item to all other equipped items that require recharging, splitting the energy equally among them.",
wirelesschargingaura|statuseffects.k,"Transfers up to {0} energy at {1}% efficiency from the source item to all other equipped items that require recharging, splitting the energy equally among them.",
helmetlanternaura|specialabilities.k,When activated it will immediately drain {0} energy and additional {1} every turn to provide light in radius of {2}.,
helmetlanternaura|statuseffects.k,Drains {0} energy every turn and provides light in radius of {1}.,
exoskeletondrillattack,You attempt to use the mounted drill to hit the target {0} times for {1} damage. Can only be activated when the suit's power is on. Costs {2} energy.,
industrialexoskeletonaura|specialabilities.k,"Increases strength by {0} and movement points by {1}, and negates the movement speed and agility penalties of the armor. When activated it will immediately drain {2} energy and additional {3} energy every turn, as well as additional {4} energy for every tile of movement.",
industrialexoskeletonaura|statuseffects.k,"Strength increased by {0} and movement points increased by {1}. Movement speed penalty of the armor negated. Drains {2} energy every turn, as well as additional {3} energy for every tile of movement.",
shootingspree2,When activated it will cause your next two sniper rifle attacks to refund 100% of their action point cost if they kill their respective targets. This will expire at the end of the turn if unused.,
energysiphon,"Perform a melee touch attack that drains {0}-{1} energy from the target's equipped gear, using {2}% of that energy to recharge attacker's equipped gear, and dealing damage equal to {3}% of energy drained as unresistable electrical damage. When performed against a machine, it will instead deal {4} damage which cannot be resisted, converting {5}% of that damage to energy used to recharge attacker's equipped gear. Costs {6} energy.",
catlaser,Provoke the cat to shoot a laser beam towards a target dealing {0} damage at the cost of {1} energy.,
combatexoskeletonaura|specialabilities.k,"Increases strength by {0} and movement points by {1}, and negates the movement speed and agility penalties of the armor. When activated it will immediately drain {2} energy and additional {3} energy every turn, as well as additional {4} energy for every tile of movement.",
combatexoskeletonaura|statuseffects.k,"Strength increased by {0} and movement points increased by {1}. Movement speed penalty of the armor negated. Drains {2} energy every turn, as well as additional {3} energy for every tile of movement.",
technomedicexoskeletonrecharge,"Uses {0} or more energy to recharge the target's electronic gear at {1} efficiency, splitting the energy equally among them.",
