Variable,Original,Translation
XpblBlueprint|plasmamine.item,Contains instructions on how to create an plasma mine.,
XpblBlueprint|psionicaccelerator.item,Contains instructions on how to create a psionic accelerator.,
XpblBlueprint|shotgun.item,Contains instructions on how to create a shotgun.,
XpblBlueprint|shotgunshells.item,Contains instructions on how to reload shotgun shells.,
XpblBlueprint|spear.item,Contains detailed instructions on how to create a spear.,
XpblBlueprint|spyingendoscope.item,Contains instructions on how to create a spying endoscope.,
XpblBlueprint|stingballgrenade.item,Contains instructions on how to create a stingball grenade.,
XpblBlueprint|thirdeye.item,Contains instructions on how to create a Third Eye pill.,
XpblBlueprint|twitch.item,Contains instructions on how to create a twitch concoction.,
blueprint.coagulationShot,Blueprint: Coagulation Shot,
blueprint.hypercerebrix,Blueprint: Hypercerebrix,
macheteBlueprint,Blueprint: Machete,
plasmaGrenadeBlueprint,Blueprint: Plasma Grenade,
plasmaMineBlueprint,Blueprint: Plasma Mine,
blueprint.psionicAccelerator,Blueprint: Psionic Accelerator,
shotgunBlueprint,Blueprint: Shotgun,
shotgunShellsBlueprint,Blueprint: Shotgun Shells,
spearBlueprint,Blueprint: Spear,
spyingEndoscopeBlueprint,Blueprint: Spying Endoscope,
stingballGrenadeBlueprint,Blueprint: Stingball Grenade,
blueprint.thirdEye,Blueprint: Third Eye,
blueprint.twitch,Blueprint: Twitch,
clusterLauncherGrenadeBlueprint,Blueprint: Cluster Launcher Grenades,
XphwBlueprint|clusterlaunchergrenade.item,Contains instructions on how to create 40mm cluster launcher grenades.,
XphwBlueprint|concussivelaunchergrenade.item,Contains instructions on how to create 25mm concussive launcher grenades.,
XphwBlueprint|fraglaunchergrenade.item,Contains instructions on how to create frag launcher grenades.,
XphwBlueprint|grenadelauncher.item,Contains instructions on how to create a hand-held grenade launcher.,
XphwBlueprint|highexplosivelaunchergrenade.item,Contains instructions on how to create high-explosive launcher grenades.,
XphwBlueprint|incendiarylaunchergrenade.item,Contains instructions on how to create 25mm incendiary launcher grenades.,
XphwBlueprint|lmg.item,Contains instructions on how to create a light machine gun.,
XphwBlueprint|minigun.item,Contains instructions on how to create a minigun.,
XphwBlueprint|parafibroticregenerationcatalyst.item,Contains instructions on how to create Parafibrotic Regeneration Catalyst.,
XphwBlueprint|thermobariclaunchergrenade.item,Contains instructions on how to create 40mm thermobaric launcher grenades.,
concussiveLauncherGrenadeBlueprint,Blueprint: Concussive Launcher Grenades,
fragLauncherGrenadeBlueprint,Blueprint: Frag Launcher Grenades,
grenadeLauncherBlueprint,Blueprint: Grenade Launcher,
highExplosiveLauncherGrenadeBlueprint,Blueprint: High-explosive Launcher Grenades,
incendiaryLauncherGrenadeBlueprint,Blueprint: Incendiary Launcher Grenades,
lmgBlueprint,Blueprint: Light Machine Gun,
minigunBlueprint,Blueprint: Minigun,
blueprint.parafibroticRegenerationCatalyst,Blueprint: Parafibrotic Regeneration Catalyst,
thermobaricLauncherGrenadeBlueprint,Blueprint: Thermobaric Launcher Grenades,
case.Caliber_127,12.7mm Case,
Ammo.55,An empty 12.7mm bullet case.,
case.Caliber_44,.44 Case,
Ammo.35,An empty .44 bullet case.,
case.Caliber_5,5mm Case,
Ammo.5,An empty 5mm bullet case.,
case.Caliber_762,7.62mm Case,
Ammo.15,An empty 7.62mm bullet case.,
case.Caliber_86,8.6mm Case,
Ammo.45,An empty 8.6mm bullet case.,
case.Caliber_9,9mm Case,
Ammo.25,An empty 9mm bullet case.,
Fish.Anglerfish,The fisher becomes the fished.,
Fish.BlackDragon|blackdragon.item,Black Dragon,
Fish.BlackDragon|blackdragon.item,It's not as dangerous as it sounds.,
blueEel,Blue Eel,
Items.BlueEel,"A delicious looking eel. Would make a great sandwich or it could be processed for medical uses, I guess.",
Fish.DemonSquid|demonsquid.item,Demon Squid,
Fish.DemonSquid|demonsquid.item,It's not as dangerous as it sounds.,
Fish.Ghostface,A rare freakish semi-transparent squid.,
Fish.Minihead,It's a miniature giant deep shallows hammer head.,
Fish.Pentapus,Five eights as dangerous as an octopus.,
Fish.PhantomJelly|phantomjelly.item,Phantom Jelly,
Fish.PhantomJelly|phantomjelly.item,"The elusive phantom jellyfish. It has no brain, but it still wants to kill you.",
Fish.Shrimp,Rare and tasty.,
Fish.Slackjaw,Looks dumb and edible.,
Fish.WalkingFish|walkingfish.item,Walking Fish,
Fish.WalkingFish|walkingfish.item,It's some sort of a walking fish. This thing should not be.,
Fish.YellowPuckerfish|yellowpuckerfish.item,Yellow Puckerfish,
Fish.YellowPuckerfish|yellowpuckerfish.item,It just needs some love... and seasoning.,
adaptiveLens,Adaptive Lens,
Components.AdaptiveLens,This is a standard auto-adaptive lens that enhances mid to long range vision of any eye.,
DescPlural|adaptivelens.item,adaptive lenses,
DescPlural|motiontrackinglens.item,motion tracking lenses,
DescPlural|seekerlens.item,seeker lenses,
DescPlural|smartlens.item,smart lenses,
Components.86,"Literally gives a spring to your step, but is quite noisy.",
BootsDesc|bootspring.item,"They are equipped with compact military grade springs that allow the wearer to move faster, but also make a lot of noise.",
BootsDesc|galvanicfoampadding.item,They are padded with insulating foam that protects the wearer against electricity.,
BootsDesc|highdensityfoampadding.item,They are padded with high-density foam.,
BootsDesc|insulatingfoampadding.item,They are padded with insulating foam that protects the wearer against cold.,
BootsDesc|softfoampadding.item,They are padded with soft foam.,
gogglesFrame,Goggles Frame,
Components.24,This is a frame for advanced tactical goggles. It supports a single vision processing module and an energy core to power it.,
Components.Headlight,The combat purpose headlamp meant to be mounted on a metal helmet and connected to an energy core.,
imageIntesifierTube,Image Intensifier Tube,
Components.27,The main component in a night vision device.,
Prefix|imageintensifiertube.item,Night Vision,
Prefix|highfrequencyshieldmodulator.item,High Frequency,
Prefix|lowfrequencyshieldmodulator.item,Low Frequency,
Prefix|mediumfrequencyshieldmodulator.item,Medium Frequency,
Desc,an image intensifier tube that provides night vision capability,
Components.MotionTrackingLens,"Motion tracking lenses highlight various, potentially hostile, movement patterns in the user's field of vision.",
NamePrefix,Motion Tracking,
Components.ProximalNeuroscopicFilter,"When added to a psionic device, this neuroscopic filter helps the wearer instinctively discern behavioral patterns of their enemies, allowing their psionics to peak in critical moments.",
PsionicHeadbandDesc|proximalneuroscopicfilter.item,"It's equipped with a proximal neuroscopic filter that helps the wearer instinctively discern behavioral patterns of their enemies, allowing their psionics to peak in critical moments.",
PsionicHeadbandDesc|psicircuitextension.item,The extension at the back allows for more efficient innervation.,
PsionicHeadbandDesc|psionicmufflers.item,"The attached mufflers reduce the dispersion of psionic energy, making the invoker more efficient.",
PsionicHeadbandDesc|stableneuralamplifier.item,"Due to neural amplifier at the top, the wearer's critical psionic discharge is increased.",
PsionicHeadbandDesc|magnifyingneuroscopicfilter_cryogenicbarrier.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,
PsionicHeadbandDesc|magnifyingneuroscopicfilter_cryokinesis.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the weaerer's {0}.,
PsionicHeadbandDesc|magnifyingneuroscopicfilter_cryokineticorb.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,
PsionicHeadbandDesc|magnifyingneuroscopicfilter_electrokinesis.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,
PsionicHeadbandDesc|magnifyingneuroscopicfilter_neuraloverload.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,
PsionicHeadbandDesc|magnifyingneuroscopicfilter_plasmabeam.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,
PsionicHeadbandDesc|magnifyingneuroscopicfilter_pyrokinesis.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,
PsionicHeadbandDesc|magnifyingneuroscopicfilter_pyrokineticstream.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,
PsionicHeadbandDesc|magnifyingneuroscopicfilter_telekineticpunch.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,
PsionicHeadbandDesc|magnifyingneuroscopicfilter_temporaldistorsion.item,It's equipped with magnifying neuroscopic filter that amplifies the power of the user's {0}.,
psiCircuitExtension,Psi Circuit Extension,
Components.PsiCircuitExtension,"When added to a psionic enhancement device, it allows for more efficient innervation.",
psionicHeadband,Psionic Headband Frame,
Components.200,This is a base psionic headband frame. When combined with a psionic modulator it can enhance the wearer's psionic abilities.,
Components.202,This psionic modulator is designed specifically to enhance the wearer's metathermic psionics.,
Components.203,This psionic modulator is designed specifically to enhance the wearer's psychokinetics.,
Components.204,This psionic modulator is designed specifically to enhance the wearer's thought control psionics.,
Components.201,"This psionic modulator affects all areas of psionic potential, also known as psi schools.",
Components.208,"When added to a psionic enhancement device, these reduce the dispersion of psionic energy, making the invoker more efficient.",
rubberSole,Rubber Sole,
Components.87,Rubber shoe sole. You'll need two of these when crafting any kind of footwear.,
Components.SeekerLens,The seeker lens is specially designed to interface with the targeting system to highlight target's weak spots.,
shadedVisor,Shaded Visor,
Components.ShadedVisor,This shaded glass visor can be used in creating a helmet that will shield the wearer from blinding effects.,
Components.SmartLens,This lens can interact with the targeting system to increase the efficiency of precision shots.,
Components.207,"When added to a psionic device it increases the wearer's psionic peak in a stable manner, amplifying the critical psionic discharge without any drawbacks.",
supersteelFiber,Super Steel Fiber,
Components.48,This long elastic super steel fiber can be used to infuse leather in order to enhance its properties.,
supersteelSheet,Super Steel Sheet,
Components.136,It's a thin sheet of super steel that can be used in place of conventional ballistic panels when creating tactical vests and riot armor.,
ArmorDescription|supersteelsheet.item,a thin sheet of super steel with high bullet stopping capabilities.,
ArmorDescription|ceramicplate.item,It's reinforced with ceramic plates that increase the penetration threshold.,
ArmorDescription|nanocompositeplate.item,It's reinforced with nanocomposite plating that reduces damage taken from the most devastating attacks.,
ArmorDescription|laminatedfabric.item,"a ballistic panel made of laminated fabric that has hard rigid surface, valued for its high bullet stopping capabilities.",
ArmorDescription|reinforcedfabric.item,a hybrid ballistic panel.,
ArmorDescription|burrowercarapace.item,It's reinforced with burrower carapace that increases the penetration threshold.,
ArmorDescription|psibeetlecarapace.item,It's reinforced with psi beetle carapace that somewhat increases the penetration threshold and enhances the wearer's psionic capabilities.,
ArmorDescription|aluminizedcloth.item,Its surface material can somewhat reflect the high radiant loads produced by fire.,
ArmorDescription|blastcloth.item,"Its outer layer is made from ""blast cloth"" which enhances protection from impacts of explosions.",
ArmorDescription|kevlarcloth.item,Its outer layer is made from kevlar cloth that enhances bullet stopping capabilities.,
ArmorDescription|ancientrathoundleather.item,"This {0} is made of exceptional ancient rathound leather. It's thick and strong and, of course, quite smelly.",
ArmorDescription|cavehopperleather.item,This {0} is made of cave hopper leather. ,
ArmorDescription|infusedancientrathoundleather.item,"This {0} is made of exceptional ancient rathound leather infused with super steel fiber. It's thick and strong and, of course, quite smelly.",
ArmorDescription|infusedcavehopperleather.item,This {0} is made of infused cave hopper leather. ,
ArmorDescription|infusedmutateddogleather.item,This {0} is made from leather of mutated dog infused with super steel fiber. It sure is ugly.,
ArmorDescription|infusedpigleather.item,This {0} is made of durable pig leather infused with super steel fiber.,
ArmorDescription|infusedrathoundleather.item,"This {0} is made of infused rathound leather. No matter how hard you try to wash it out, the faint stench of this filthy creature remains.",
ArmorDescription|infusedsiphonerleather.item,This {0} is made of slippery slimy siphoner skin infused with super steel fiber.,
ArmorDescription|mutateddogleather.item,This {0} is made from leather of mutated dog. It sure is ugly.,
ArmorDescription|pigleather.item,This {0} is made of durable pig leather.,
ArmorDescription|rathoundleather.item,"This {0} is made of rathound leather. No matter how hard you try to wash it out, the faint stench of this filthy creature remains.",
ArmorDescription|siphonerleather.item,This {0} is made of slippery slimy siphoner skin.,
ArmorDescription|galvanicfoampadding.item,It's padded with galvanic foam that protects the wearer against electricity.,
ArmorDescription|highdensityfoampadding.item,"It's padded with high density foam that provides additional protection, but makes the armor more cumbersome.",
ArmorDescription|insulatingfoampadding.item,It's padded with insulating foam that protects the wearer against cold.,
ArmorDescription|softfoampadding.item,It's padded with soft foam that prevents the squeaky leather sounds as the wearer moves around.,
ArmorDescription|biohazardvest.item,This biohazard vest carries,
ArmorDescription|galvanicvest.item,This vest provides moderate protection against electrical attacks and carries,
ArmorDescription|insulatedvest.item,This insulated vest carries,
ArmorDescription|regenerativevest.item,This state of the art carrier vest regenerates wearer's wounds and carries,
ArmorDescription|sturdyvest.item,This sturdy vest carries,
ArmorDescription|colossalcrabcarapace.item,It's reinforced with colossal crab carapace that increases the penetration threshold.,
ArmorDescription|giantcrabcarapace.item,It's reinforced with giant crab carapace that increases the penetration threshold.,
ArmorDescription|psicrabcarapace.item,It's reinforced with psi crab carapace that increases the penetration threshold and the wearer's psionic regeneration.,
ArmorDescription|bisonleather.item,This {0} is made of durable bison leather.,
ArmorDescription|greatersiphonerleather.item,This {0} is made of slippery slimy greater siphoner skin.,
ArmorDescription|heartbreakerserpentskin.item,This {0} is made of slick and scaly heartbreaker serpent skin. Its colorful pattern gleams hypnotically.,
ArmorDescription|infusedbisonleather.item,This {0} is made of durable bison leather infused with super steel fiber.,
ArmorDescription|infusedgreatersiphonerleather.item,This {0} is made of slippery slimy greater siphoner skin infused with super steel fiber.,
ArmorDescription|infusedheartbreakerserpentskin.item,This {0} is made of slick and scaly heartbreaker serpent skin infused with super steel fiber. Its colorful pattern gleams hypnotically.,
ArmorDescription|infusedleperserpentskin.item,This {0} is made of tough scaly leper serpent skin infused with super steel fiber. It's rough and unpleasant to touch and gives out acrid odor.,
ArmorDescription|infusedseawyrmscales.item,This {0} is made of Sea Wyrm scaly skin infused with super steel fiber. It's tough and heavy.,
ArmorDescription|leperserpentskin.item,This {0} is made of tough scaly leper serpent skin. It's rough and unpleasant to touch and gives out acrid odor.,
ArmorDescription|seawyrmscales.item,This {0} is made of Sea Wyrm scaly skin. It's tough and heavy.,
Components.Visor,This toughened glass visor is used in constructing a helmet.,
Components.110,"Ceramic plates can be used when creating tactical vests to increase the threshold at which they can be penetrated, but at the cost of extra encumbrance.",
demolitionPlate,Nanocomposite Plate,
Components.111,These high-end nanocomposite armor plates can be inserted into vest carriers when creating a set of armor to mitigate the most devastating attacks.,
Components.91,"This ballistic panel has a hard, rigid surface, valued for its high bullet stopping capabilities.",
Components.90,"This old fashioned hybrid ballistic panel, in addition to hardened surface, also offers moderate shock absorption.",
adrenalGland,Adrenal Gland,
Components.182,A skilled biologist could extract a small amount of adrenaline from this gland.,
animalHeart,Healthy Animal Heart,
Components.180,It's still filled with healthy blood that can be extracted for medical purposes.,
Components.Blastema,A large mass of regenerative cells extracted from a giant worm.,
borerGizzard,Metaworm Gizzard,
Components.189,The gizzard is metaworm's primary digestive organ. It produces powerful enzymes that can be used for medical purposes as well.,
burrowerCarapace,Burrower Carapace,
Components.187,Burrower carapace is tough and relatively light. It could probably be used to augment certain armors.,
Material|burrowercarapace.item,Burrower Carapace,
Material|psibeetlecarapace.item,Psi Beetle Carapace,
Material|serratedtungstensteelblade.item,Tungsten Steel,
Material|tungstensteelspikes.item,Tungsten Steel,
Material|supersteel.item,Super Steel,
Material|tungstensteel.item,Tungsten Steel,
Material|colossalcrabcarapace.item,Colossal Crab Carapace,
Material|giantcrabcarapace.item,Giant Crab Carapace,
Material|psicrabcarapace.item,Psi Crab Carapace,
poisonGland.Burrower,Burrower Poison Gland,
Components.157,This is a poison gland of a burrower. With the right skills powerful toxin can be extracted from it.,
corrosiveAcidGland,Corrosive Acid Gland,
Items.CorrosiveAcidGland,This is the acid gland of a Deep Worm. With the right skills powerful corrosive acid can be extracted from it.,
crawlerStinger,Crawler Stinger,
Components.184,The venom sacks of this huge stinger are still full.,
hyperallergenicGland,Hyperallergenic Gland,
Components.HyperallergenicGland,"A vile gland full of the infamous hyperallergenic venom, which can induce a state in which body starts aggressively protecting itself from healing medicine.",
insectoidSalivarium,Insectoid Salivarium,
Components.181,Insectoid saliva can be extracted from this organ to be used for medical purposes.,
largeIntestine,Large Intestine,
Components.185,"This is a large intestine of an animal. While it's not the prettiest thing to carry around, a skilled biologist can extract useful substances from it.",
mutantAcidGland,Mutant Acid Gland,
Items.MutantAcidGland,This is the acid gland of a mutant. With the right skills powerful acid can be extracted from it.,
psiBeetleCarapace,Psi Beetle Carapace,
Components.186,"Carapace of a psi beetle is not only tough, but also acts as an amplifier of psionic activities.",
ShieldShortName|psibeetlecarapace.item,Psionic Carapace,
ShieldShortName|colossalcrabcarapace.item,Colossal Crab,
ShieldShortName|giantcrabcarapace.item,Giant Crab,
ShieldShortName|psicrabcarapace.item,Psi Crab,
shieldedBladelingEye,Shielded Bladeling Eye,
Components.188,"A bladeling's eye is shielded by tough glossy black plate. It is uncertain what the purpose of this plate is, but the vitreous humor that separates the plate and the eye seems to possess certain characteristics of a psi catalyst.",
siphonerTongue,Siphoner Tongue,
Components.183,It's still fresh which will allow a skilled biologist to extract the potent anticoagulant that it produces.,
tumorousTchortlingBrain,Tumorous Tchortling Brain,
Components.TchortlingBrain,A tchortling's brain with a tumorous growth.,
Components.Acid,This is powerful acid that will dissolve most materials rapidly on contact.,
Components.Adrenaline,"Epinephrine, commonly known as adrenaline, is a hormone and a neurotransmitter. It's a crucial component of the fight-or-flight response of the sympathetic nervous system.",
Components.Anticoagulant,Prevents clotting of blood and blood-like substances. It's an essential component in liquid regeneratives.,
biofusiveScoby,Biofusive Scoby,
Components.BiofusiveScoby,A symbiotic colony of bacteria and yeast that can be used in concocting regenerative medicine.,
poison.BlackDragonPoison,Black Dragon Poison,
Components.BlackDragonPoison,This is a vial of black dragon poison. When injected into the victim it causes psionic inhibition.,
blackVitreous,Black Vitreous,
Items.BlackVitreous,"Bladeling's eye vitreous humor, particularly one that separates the protective plate and the eye, seems to possess certain characteristics of a psi catalyst.",
Components.Blood,A healthy blood sample. It can be used in medical purposes.,
bondingAgent,Bonding Agent,
Components.BondingAgent,Can be used to make substances more cohesive.,
poison.BurrowerPoison,Burrower Poison,
Components.BurrowerPoison,This poison was extracted from a poison gland of a burrower creature. When injected into victim's bloodstream it can cause severe damage.,
poison.CaveEarPoison,Cave Ear Poison,
Components.CaveEarPoison,"This poison was extracted from the cave ear mushroom. When injected into the victim it can cause bellyaches, temporary weakening of immune system and blurred vision",
cleanBlastema,Clean Blastema,
Items.CleanBlastema,"A large mass of regenerative cells, cleaned of all impurities.",
Components.64,Commonly used to fuel camp fires.,
acid.corrosive,Corrosive Acid,
Components.CorrosiveAcid,This is an especially potent corrosive acid that is known to eat away all types of armor.,
poison.CrawlerPoison,Crawler Poison,
Components.CrawlerPoison,This is a vial of crawler poison. When injected into the victim it can cause vomiting and paralysis.,
fusingEnzyme,Fusing Enzyme,
Components.FusingEnzyme,A special enzyme that dissolves and fuses flesh. You do not want to get in contact with this.,
Components.160,"Gasoline was once largely used as fuel for many types of vehicles. However, since the internal combustion engines fell out of use long time ago, it's now mostly used in creating makeshift incendiary weapons.",
gizzardEnzymes,Gizzard Enzymes,
Components.GizzardEnzymes,These powerful gizzard enzymes can be used for medical purposes.,
Components.63,Powder graphite.,
Components.Gyromitrin,"Mushroom extract containing large quantities of gyromitrin, a very toxic substance.",
Components.Herbicide|herbicide.item,A canister of powerful herbicide.,
Components.Herbicide|herbicide.item,Composed of a strong weed-killing herbicide and a highly-potent insecticide. Does not leave any toxic residual matter. Do not ingest.,
Components.Hyperallergenic,This malignant substance can induce a state of hyper allergy towards healing medicine.,
insectoidSaliva,Insectoid Saliva,
Components.InsectoidSaliva,Preserved insectoid saliva. It can be used in medical purposes.,
kynurenicAcid,Kynurenic Acid,
Components.KynurenicAcid,"Dangerous substance that may influence important neurophysiological and neuropathological processes. It is not particularly corrosive, though, so it cannot be used as a direct biological weapon.",
liquidNitrogen,Liquid Nitrogen,
Components.253,Thermos filled with liquid nitrogen.,
macrophageFluid,Macrophage Fluid,
Components.MacrophageFluid,Fluid rich in particular white cells extracted from the walking fish. Highly sought for its regenerative capabilities.,
Component.MagnesiumPowder,Magnesium Powder,
Items.MagnesiumPowder,"Magnesium powder is a highly flammable mixture that, once ignited, can be very difficult to extinguish, and can even burn under water. In the hands of a skilled chemist it can be used to create dangerous incendiary weapons.",
Components.Midazolam,This is a mild tranquilizer agent.,
Components.Morphine,Morphine is a potent opiate analgesic drug that is used to relieve severe pain.,
Components.Muscarine,"A toxic, potentially deadly, substance that should not be consumed on its own.",
Component.NapalmC,Napalm C,
Components.166,This is powerful military grade incendiary substance. Handle with extreme care.,
nidamentalGel,Nidamental Gel,
Items.NidamentalGel,Gel extracted from nidamental gland of a squid. This particular squid's gel can act as neurostimulant when consumed by humans.,
organicGelElectrolyte,Organic Gel Electrolyte,
Items.OrganicGelElectrolyte,This is a strong organic non-corrosive gel electrolyte. It's often used for medical purposes.,
prednisoneSolution,Prednisone Solution,
Components.PrednisoneSolution,Prednisone belongs to a class of drugs known as corticosteroids. It decreases your immune system's response to various diseases to reduce certain symptoms.,
psionicCatalyst,Unsaturated Psionic Catalyst,
Components.PsionicCatalyst,This powerful psionic catalyst can be used to create psi enhancing concoctions.,
smallOxygenTank,Small Oxygen Tank,
Components.SmallOxygenTank,It's a small bottle of pure oxygen to be used for medical or recreational purposes.,
poison.SpiritPoison,Spirit Poison,
Components.SpiritPoison,This is a vial of spirit poison. When injected into the victim it may cause paranoia and hallucinations.,
Component.StarterMixture,Starter Mixture,
Items.StarterMixture,A volatile mixture used in gas grenades to evaporate the filler mixture.,
Components.Statolith,Mineralised mass extracted from balancing organ of a cephalopod.,
Components.250,Taurine is essential for cardiovascular function and is often used to supplement regenerative concoctions.,
toxicSludge,Toxic Sludge,
Components.ToxicSludge,A canister of toxic sludge. You should definitely be carrying this around.,
Components.Bottle,An empty bottle.,
cardboardContainer,Cardboard Container,
Components.50,Container made out of hardened cardboard with metal edge reinforcements.,
chemicalTrapCase,Chemical Trap Case,
Explosives.85,This case can be used to create a variety of chemical traps.,
empMineCase,EMP Mine Case,
Explosives.75,A special case used in creation of EMP land mines.,
fragGrenadeCase,Frag Grenade Case,
Explosives.25,A case for hand grenades designed to shatter into shrapnel on detonation.,
fragMineCase,Frag Mine Case,
Explosives.55,A case for land mines designed to shatter into shrapnel on detonation.,
thinGrenadeCase,Thin Grenade Case,
Explosives.35,A thin grenade case designed to fragment as little as possible.,
thinMineCase,Thin Mine Case,
Explosives.65,A thin land mine case designed to fragment as little as possible.,
component.circularWaveAmplifier,Circular Wave Amplifier,
Components.235,"This device can be used when crafting energy shield emitters to increase the shielding capabilities, but at the cost of energy conversion rate. It can also be used to periodically amplify energy weapon output.",
Description|circularwaveamplifier.item,A circular wave amplifier is attached to the emitter to increase the shielding capabilities at the cost of energy conversion rate.,
Description|highefficiencyenergyconverter.item,A high efficiency energy converter is attached to the emitter to increase the energy conversion rate.,
Description|shieldcapacitor.item,"A shield capacitor is attached to the emitter to reduce the dissipation rate, allowing the shield to remain active longer.",
digitalTimer,Digital Timer,
Devices.12,Can be attached to an explosive charge to trigger a timed detonation.,
Items.EmDeflector,A device used to deflect and redirect electromagnetic waves. It's most often used in creating cloaking field emitters.,
emfStabilizer,Electromagnetic Field Stabilizer,
Components.35,Many devices that create or control electromagnetic fields use this component to limit and stabilize them.,
component.highEfficiencyEnergyConverter,High Efficiency Energy Converter,
Components.236,"Can be used to augment certain electronic devices, such as energy shield emitters and energy pistols, to increase power usage efficiency.",
Components.233,This modulator can be used when crafting energy shield emitters that focus on deflecting high impact speed attacks.,
Components.231,This modulator can be used when crafting energy shield emitters that focus on deflecting low impact speed attacks.,
Components.232,This modulator can be used when crafting energy shield emitters that have decent deflecting capabilities across all impact speeds.,
component.shieldCapacitor,Shield Capacitor,
Components.234,"Can be used when crafting energy shield emitters to reduce the dissipation rate, allowing the shield to remain active longer.",
component.shieldEmitterBase,Shield Emitter Base,
Components.230,The base part of an energy shield emitter.,
empDischarger,Electromagnetic Discharger,
Components.34,"When coupled with an energy source, this device can discharge a powerful electromagnetic pulse. It's commonly used to create EMP grenades.",
Components.33,This device can emit electromagnetic radiation at any frequency.,
plasmaCore,Plasma Core,
Items.PlasmaCore,"There are a number of different types of energy cores, but they all serve the same purpose, which is to power up various portable devices.",
PowerSourcePrefix,Plasma Powered,
Components.61,Hexogen is one of the most powerful high explosives. It used to be widely used in military and industrial applications. It is an explosive nitroamine and its chemical name is cyclotrimethylenetrinitramine hence it's sometimes called cyclonite. It is also known as RDX.,
Components.60,"Trinitrotoluene, famously known and abbreviated as TNT, was one of the most commonly used explosives for military and industrial applications. It is valued because of its insensitivity to shock and friction, which reduces the risk of accidental detonation, as well as for the fact it neither absorbs nor dissolves in water.",
aluminizedCloth,Aluminized Cloth,
Components.11,This material can somewhat reflect the high radiant loads produced by fire.,
ArmorDescription2|aluminizedcloth.item,It comes with an aluminized overcoat that can somewhat reflect the high radiant loads produced by fire.,
ArmorDescription2|blackcloth.item,It comes with a black overcoat that helps with hiding.,
ArmorDescription2|blastcloth.item,"It comes with a ""blast"" overcoat which enhances protection from impacts of explosions.",
ArmorDescription2|kevlarcloth.item,It comes with a kevlar overcoat that enhances bullet stopping capabilities.,
ArmorDescription2|biohazardvest.item,a biohazard vest,
ArmorDescription2|galvanicvest.item,a vest that provides moderate protection against electrical attacks,
ArmorDescription2|insulatedvest.item,an insulated vest,
ArmorDescription2|regenerativevest.item,a state of the art vest that regenerates wounds,
ArmorDescription2|sturdyvest.item,a sturdy vest,
HelmetDesc|aluminizedcloth.item,It also comes with an aluminized cloth hood that can somewhat reflect the high radiant loads produced by fire.,
HelmetDesc|blackcloth.item,It also comes with a black hood that helps with hiding.,
HelmetDesc|blastcloth.item,"It also comes with a ""blast"" overcoat which enhances protection from impacts of explosions.",
HelmetDesc|kevlarcloth.item,It also comes with a kevlar overcoat that enhances bullet stopping capabilities.,
BalaclavaDesc|aluminizedcloth.item,This is a three-hole balaclava made from aluminized cloth that can somewhat reflect the high radiant loads produced by fire.,
BalaclavaDesc|blackcloth.item,This is a three-hole balaclava made of black cloth. Perfect for ninjas and other types of sneaky people.,
BalaclavaDesc|blastcloth.item,"This is a three-hole balaclava made from ""blast cloth"" which enhances protection from impacts of explosions.",
BalaclavaDesc|kevlarcloth.item,This is a three-hole balaclava made from kevlar cloth that enhances bullet stopping capabilities.,
TabiBootsDesc|aluminizedcloth.item,These tabi boots are made of aluminized cloth. Their surface can somewhat reflects the high radiant loads produced by fire.,
TabiBootsDesc|blackcloth.item,These tabi boots are made from black cloth which helps when you're trying to be a sneaky ninja.,
TabiBootsDesc|blastcloth.item,"These tabi boots are made of ""blast cloth"" which enhances protection from impacts of explosions.",
TabiBootsDesc|kevlarcloth.item,These tabi boots are made of kevlar cloth that has high bullet stopping capabilities.,
Components.10,A bolt of black cloth.,
blastCloth,Blast Cloth,
Components.13,"It's a bolt of ""blast cloth"" which can be used to enhance protection from impacts of explosions.",
kevlarCloth,Kevlar Cloth,
Components.12,It's a bolt of kevlar cloth that can enhance bullet stopping capabilities of any piece of combat gear it's applied to.,
component.ancientRathoundLeather,Ancient Rathound Leather,
Components.4,"Particularly strong and cunning rathounds can live to be a hundred years old or more, or so they say. Over the years their hide grows thick and strong, but also becomes heavy.",
SourceCreature|ancientrathoundleather.item,Ancient Rathound,
SourceCreature|cavehopperleather.item,Cave Hopper,
SourceCreature|infusedancientrathoundleather.item,Infused Ancient Rathound,
SourceCreature|infusedcavehopperleather.item,Infused Cave Hopper,
SourceCreature|infusedmutateddogleather.item,Infused Mutated Dog,
SourceCreature|infusedpigleather.item,Infused Pig,
SourceCreature|infusedrathoundleather.item,Infused Rathound,
SourceCreature|infusedsiphonerleather.item,Infused Siphoner,
SourceCreature|mutateddogleather.item,Mutated Dog,
SourceCreature|greatersiphonerleather.item,Greater Siphoner,
SourceCreature|heartbreakerserpentskin.item,Heartbreaker Serpent,
