Variable,Original,Translation
ldstr.34bd3442cf85ef5b3d2f48cb6a81044b,It will be of no use... you have but slowed us down.,No servirá de nada... solo nos habéis ralentizado.
ldstr.661d154abfc42a49970f3d53b758fd50,It works!,¡Funciona!
ldstr.d2a4f969682392df10fcc80cac42d897,It'll be over soon.,Se acabará pronto.
ldstr.928332ecb84666e01ba078ddee019ba8,It's already unlocked.,Ya está desbloqueado.
ldstr.f8f218ba44d9259c02fba9536a679b83,It's barbecue time!,¡Es hora de la barbacoa!
ldstr.364cec25f0d68f646a6be642485033aa,It's been fixed.,Está arreglado.
ldstr.23ad60d27e9b8218bab5edf61f14c9e9,It's blank.,Está en blanco.
ldstr.175bced98e3b2d9c32295ff35089bb69,"It's not here, man! It's over there.","¡No está aquí, tío! Está allí."
ldstr.0caa99e579e0d3b5b2b2b550e4728bed,It's useless!,¡Es inútil!
ldstr.3d3d82c05b1d1f0ef5340672e9f4345c,"It's, like, strange how remembering old memories makes you feel so... good.","Es, como, extraño cómo recordar viejos recuerdos te hace sentir tan... bien."
ldstr.6bbab8daddd6799693f0061209f6b494,It... it came from below.,Vino... vino de abajo.
attr.7d74f3b92b19da5e606d737d339a9679,Item,Objeto
ldstr.4e012e78c4717e839a96b3de03c869aa,Item Range Generator: ,Generador de Rango de Objeto: 
const.b93433e2fa8307cb125e8a0912cdfc1d,Item Replicator,Replicador de Objetos
ldstr.93e3e87f55e49746c6333b1aaf787b21,Item Replicator: ,Replicador de Objetos: 
ldstr.9296d4c07b3a9549c3468687b3735701,Item acquired: ,Objeto adquirido: 
ldstr.bc0d412cd7eeb8f5ea93075ca021ae9e,Item lost: ,Objeto perdido: 
ldstr.857f49a89a36ad6ee36765bf72897b32,Item not found,Objeto no encontrado
ldstr.91f3d9f8a7e8366bb518e25222c09a3c,Item purchased: ,Objeto comprado: 
ldstr.5b580f8e3679a70f2cc338a56d76ff1b,Item replicator is invalid. Key: ,El replicador de objetos no es válido. Clave: 
ldstr.ec9c2ac9543fc9a475bc324e84bd1d88,Item sold: ,Objeto vendido: 
ldstr.39c59b624acd4f82a321cca16e8c56c6,Item storage exceed the data byte array limits,El almacenamiento de objetos excede los límites de la matriz de bytes de datos
ldstr.ec5234e62d08d413a26a09d98f0b4907,Item that can be disassembled,Objeto que puede ser desmontado
ldstr.8804b74daab810d46dc6a783aa740de6,ItemRandomizationManager: Duplicate item randomizer for item code '{0}': {1}.,GestorDeAleatorizaciónDeObjetos: Aleatorizador de objetos duplicado para el código de objeto '{0}': {1}.
ldstr.1f35010aad9f306e2d3cd704794abbb1,ItemRandomizationManager: Failed to instantiate item randomizer '{0}'.,GestorDeAleatorizaciónDeObjetos: No se pudo instanciar el aleatorizador de objetos '{0}'.
ldstr.048c9149e158f0d1a2b1fe44f4837f4a,ItemRandomizationManager: Failed to instantiate item randomizer '{0}'. Default constructor not found.,GestorDeAleatorizaciónDeObjetos: No se pudo instanciar el aleatorizador de objetos '{0}'. No se encontró el constructor predeterminado.
ldstr.7ade8900790c647e11b849835bf93229,ItemRandomizationManager: Item randomizer '{0}' has empty target item code.,GestorDeAleatorizaciónDeObjetos: El aleatorizador de objetos '{0}' tiene un código de objeto de destino vacío.
ldstr.2deb2938c8d9997c0c5c927853edb619,Its whereabouts after that remains unknown.,Su paradero después de eso sigue siendo desconocido.
ldstr.b207ca5f899728dfec0f07af078b174a,JGI Sisters,Hermanas JGI
ldstr.ab9a2aa92f4758216dbe34584dc86d46,JHP Bullets,Balas JHP
ldstr.b46553c281af3ed04b3a5bc3282cfad0,JKK needs your help with rescuing hostages which are being held in a Core City warehouse. You need to disable the security system so that JKK operatives can storm the warehouse and rescue the hostages. Talk to Ola and follow his instructions.,JKK necesita vuestra ayuda para rescatar a unos rehenes que están retenidos en un almacén de Core City. Necesitáis desactivar el sistema de seguridad para que los operativos de JKK puedan asaltar el almacén y rescatar a los rehenes. Hablad con Ola y seguid sus instrucciones.
ldstr.40687c8206d15373954d8b27c6724f62,Jack,Jack
ldstr.94683fa1063b4b136748d58a76daa537,Jack Quicksilver,Jack Quicksilver
ldstr.a170bb782723c2c72190d267b71b2974,"Jack wants you to go to Foundry and locate one of their cells there. There, Everard will give you an assignment. The answer to the question, ""Who goes there?"" is ""The neophyte.""","Jack quiere que vayáis a Fundición y localicéis una de sus células allí. Allí, Everard os dará una tarea. La respuesta a la pregunta, ""¿Quién va?"" es ""El neófito""."
ldstr.8c60b80719a642b451972e0257424fef,Jackhammer,Martillo Neumático
ldstr.d52e32f3a96a64786814ae9b5279fbe5,James,James
ldstr.eb0f88a6ac7b3d5f8aa9a2921d3f9449,Jammed,Atascado
ldstr.6a1ceefbb9a9bed180bc02b15a1e7fae,Jammed Ventilation Shaft,Conducto de Ventilación Atascado
ldstr.7f3db3f1f60d19be093302deeaa23ad6,Jax,Jax
ldstr.6aa8d4d501a7e1d67c6dbf8c8138b897,Jeffrey,Jeffrey
attr.0b781302f16bfa2b28815f10459cf046,Jet 'n' Jab,Chute y Puñalada
ldstr.0b781302f16bfa2b28815f10459cf046,Jet 'n' Jab,Chute y Puñalada
ldstr.82c879cd68c0ca99fbb0906233be5ca7,Jet Skier,Motociclista Acuático
ldstr.99721086c8c3b9b4e634f65490b1fbf6,Jetski,Moto acuática
ldstr.51aeaa36b979b510531f596218aca9a7,Jim And Martha,Jim y Martha
ldstr.99057d04534067d0caa3d7b2f8a7e883,Joblet '{0}' executed on player entity,Tarea '{0}' ejecutada en la entidad del jugador
ldstr.a296f7c0621f19d269c7a0f0b10be829,Jogging,Trotando
ldstr.61409aa1fd47d4a5332de23cbf59a36f,John,John
ldstr.5b6e16c415e54e85d3f86917eef017bc,"Join Juraj and his gang in defeating your new common enemy, Kharon.","Uníos a Juraj y a su banda para derrotar a vuestro nuevo enemigo común, Kharon."
ldstr.b6c9a29893b3c5819cba33da4a4706ed,Joint Security Headquarters - F12,Cuartel General de Seguridad Conjunta - F12
ldstr.b3e21b952e847f83e3fb19de6721a850,Journal entry closed: ,Entrada de diario cerrada: 
ldstr.69d393f2501dba4fdbf544e2d7ab5110,Journal entry updated: ,Entrada de diario actualizada: 
ldstr.b4a03b75b4a62d140a0947f4687985ff,"Judging by your yells and screams, dear maniacs, you know who it is!","A juzgar por vuestros gritos y alaridos, queridos maníacos, ¡sabéis quién es!"
ldstr.024fc70d51074c9f42ee7f917c37b4ed,Juggernaut,Juggernaut
attr.024fc70d51074c9f42ee7f917c37b4ed,Juggernaut,Juggernaut
ldstr.a6a0ca7aa23ebaaca46b17bfb9e646f0,Juke,Finta
ldstr.f8c96c05e3c17b2712d84e3e692afd01,Jumping Bean,Frijol Saltarín
ldstr.019b0961923f22605b90bde0f6f57175,Jumping bean had no effect on {0},El frijol saltarín no tuvo efecto en {0}
ldstr.9b98b1b2d66f9d598b58f29da8a76ca2,Jumpstarter Boost,Impulso de Arrancador
ldstr.73184f6a4b59a9f97c1dfbdd2bd580fa,Junkyard,Chatarrería
ldstr.ff272c5abf62a6cb3dadc6b092401a54,Junkyard - Black Eels,Chatarrería - Anguilas Negras
ldstr.eae1a19c516119b6e989d70543420434,Junkyard - Scrappers,Chatarrería - Chatarreros
ldstr.35ec56a845ff3e8f3c900018bb9a64fa,Junkyard Commoners,Gente Común de la Chatarrería
ldstr.9a795d705d9cb42697ed02a9d5f550e5,Junkyard Elwood's House,Casa de Elwood en la Chatarrería
ldstr.6301b0be8625253e5a9c366738523d99,Junkyard Gambling House,Casa de Apuestas de la Chatarrería
ldstr.db8036cf2502a52ca38f90118c8fd69a,Junkyard House,Casa de la Chatarrería
ldstr.b09cdf105e11d6c16c5f92ff7efa8751,Junkyard Prowlers,Merodeadores de la Chatarrería
ldstr.ebc4702e435fda1bb26a6d186c429289,Junkyard Store,Tienda de la Chatarrería
ldstr.5292f23d171479aa7574c9271e14bc98,Junkyard Thugs,Matones de la Chatarrería
ldstr.b6cb0c243bf77c5f3ddf415801d418f1,Junkyard Tunnels - Cliff,Túneles de la Chatarrería - Acantilado
ldstr.cc3f5d975ff3ba1601c99b4d5a5d6528,Junkyard Tunnels - Jenny,Túneles de la Chatarrería - Jenny
ldstr.b6bec58a652a4e6941c5e98f156a1828,"Juraj's cause has brought you to the mutie refuge, within the Black Sea. Suddenly, it flashes before your eyes what this place used to be, and what it has become. Devastation and ruin is all that's left.","La causa de Juraj os ha llevado al refugio mutie, dentro del Mar Negro. De repente, ante vuestros ojos, destella lo que este lugar solía ser, y en lo que se ha convertido. Devastación y ruina es todo lo que queda."
ldstr.950ff88570960de436b605dc8b1c0c1c,"Juraj's mutiny against Kharon culminates in your arrival at the mutie refuge, within the Black Sea. Adamant to abandon his old ways and start things all over, Juraj, spearheading your venture to the unknown territory, manages to negotiate very favorable conditions for your stay within the camp.","El motín de Juraj contra Kharon culmina con vuestra llegada al refugio mutie, dentro del Mar Negro. Decidido a abandonar sus viejas costumbres y empezar todo de nuevo, Juraj, encabezando vuestra aventura al territorio desconocido, se las arregla para negociar condiciones muy favorables para vuestra estancia dentro del campamento."
ldstr.6b9f5a5bd3f33971b12eb084be2616fb,Just as ,Justo cuando
ldstr.ac477f0f81a25503acf454637c638553,Just give up... give up...,Solo ríndete... ríndete...
ldstr.ef5ae2e570466c90b0bd17ad442ec8a0,Just look at her go!,¡Mirad cómo va!
ldstr.24feb43e3c1c4b212bf0e20a1b065133,Just look at him go!,¡Mirad cómo va!
ldstr.bab89fea63aba67912090a76f8796a65,Just look at those long hops!* ,¡Mirad esos saltos largos!*
ldstr.b2d4ec8ec0f55e7cbf9701e8b80420f2,Kamikaze Bot,Bot Kamikaze
ldstr.874569f9aaf85b8f6ab732ec7cac8f8f,Kamikazes,Kamikazes
ldstr.02bce93bff905887ad2233110bf9c49e,Keep,Mantener
ldstr.3f347d730b15c05387991036d1a6c355,"Keep fighting, cowards!","¡Seguid luchando, cobardes!"
ldstr.d3a44f4635aaea51b38248705fce665c,Keep it up...,Sigue así...
ldstr.5eb84da9bb7a16f3514cf22175548afa,Keep your eyes on *,No le quitéis ojo a *
ldstr.23df2d0a3ded50146068e591e414bc52,Keep yourself together.,Recupérate.
ldstr.b680c26b4ebbd087104c20cca189af59,Kenneth,Kenneth
ldstr.897356954c2cd3d41b221e3f24f99bba,Key,Llave
ldstr.5e2e9a736be8e2c16ce4a8b6b88cbbea,Key Bindings,Atajos de Teclado
ldstr.ba550c72ded298ab7bd0b3a5d8f574b7,Keycard,Tarjeta llave
ldstr.e89f2d3cffb294f36b10ae089392d156,Keycard required,Tarjeta llave requerida
ldstr.99aee117f59832fd1bc5b1bb6e52e2a4,Kharon tells you to stay here - and to not be afraid. You have food. He will be back.,"Kharon os dice que os quedéis aquí, y que no tengáis miedo. Tenéis comida. Él volverá."
ldstr.303f838a4fc2f42b08c2f7ffb9b38cd5,Khhhnnnnagggh!,¡Khhhnnnnagggh!
ldstr.85f6fa91354861f6350858ca097daaf5,Kill Efreitor Mateo and bring his head to Mediant Samuel.,Mata a Efreitor Mateo y lleva su cabeza al Mediante Samuel.
ldstr.b531e7d4a984435d4383e334e00c1545,Kill Efreitor Mateo and report back to Mediant Samuel.,Mata a Efreitor Mateo e informa al Mediante Samuel.
ldstr.13e8a5a8696dafd9b2f5d9890ca2ad71,"Kinda ramshackle, this one. Then again, so am I.","Un poco destartalado, este. Pero bueno, yo también lo estoy."
ldstr.e7c0b37a667cc5a8b904fb25558c7448,Kirill,Kirill
ldstr.2e0171c47774c99f829014dbbe8baaa8,Kirill's Lab hunters,Cazadores del laboratorio de Kirill
ldstr.9f67b1f3ecff4bcbd8e59786c817d052,Kiss the Charm,Beso del Amuleto
ldstr.c1742a2beaf42d33e1d8485875f96ac3,Kiss the charm to hopefully increase its effectiveness.,Besa el amuleto para aumentar con suerte su efectividad.
ldstr.467161895aee2fc44d9f551e0043d34b,Kitchen Cabinet,Alacena
ldstr.789c1a63a4b19ff7be6ca89213561a62,Knee Wound,Herida de Rodilla
ldstr.460504be1035963a8131c3c64f11debf,Kneecap Shot,Disparo a la Rótula
attr.460504be1035963a8131c3c64f11debf,Kneecap Shot,Disparo a la Rótula
ldstr.9add591f162539a9212ecda32cc4a85a,Kneecap Shot: Cooldown,Disparo a la Rótula: Enfriamiento
ldstr.0df66c18565dd419400eff1a30f05785,Kneecap Shot: Damage,Disparo a la Rótula: Daño
ldstr.d39d7a2bb6d430fd238a6aedc7f0cee2,Knife,Cuchillo
ldstr.1e984dbe12c8a779526c498701b8bc73,Knowledge,Conocimiento
ldstr.15ff34f1f946dc15d2e44bec6d8b496b,Knowledge Manager reset,Gestor de Conocimiento reiniciado
ldstr.a94ba9f3e76bf9454ca3b8ecd657b4d1,Kynurenic Acid,Ácido Quinurénico
ldstr.2116f0f77ff3809f975f16193651d5e9,Label Font,Fuente de Etiqueta
ldstr.52e3fa79e6b345f8dfff389a241c6b6a,"Ladies and gentlemen, The Hop-off Final is over! Brave risk takers, consult the betmaker for your well-earned prize.","¡Damas y caballeros, la Final del Salto ha terminado! Valientes temerarios, consultad con el corredor de apuestas para recoger vuestro bien merecido premio."
ldstr.4da86b40c11da35ac8b162c28f03d177,Ladies and gentlement give it up for: *,"Damas y caballeros, recibid con un fuerte aplauso a: *"
ldstr.4271f33263e943e46eee4991edba8662,Lady Dakka,Lady Dakka
ldstr.a8e361217460042afa085d9be2ef681a,Lake Game,Juego del Lago
ldstr.4994a8ffeba4ac3140beb89e8d41f174,Language,Idioma
ldstr.a89589157800008dbc4a72fa0468ab16,Laser Bursts,Ráfagas Láser
ldstr.c3ddf3021d5299d07e4b4b74f11d8f7d,Laser Cooling Anti-projectile System,Sistema Antiprojectiles de Enfriamiento Láser
ldstr.e53092ebae89dfb254bf1ed218fad57e,Laser Designated Target,Objetivo Designado por Láser
ldstr.41d710a856836b3923352a38ccf81d4e,Laser Designator,Designador Láser
ldstr.53d63fa872625071325651f0eff08921,Laser Emitter,Emisor Láser
ldstr.979874056092fe12089fc42b1c0c4fab,Laser Gun,Pistola Láser
ldstr.c8e962bda0eee0b63413c0b80793d625,Laser pistol,Pistola láser
ldstr.d57663229d65ea3d901d6959c8ba8143,Laser pistols,Pistolas láser
ldstr.42a57988825fc962ecb00402d68feed5,"Laser, no! He'll not fizzle out just like that!","¡Láser, no! ¡No se desvanecerá así como así!"
ldstr.f58275caa3dcb0f6aa18022fc818d490,Last Stand,Última Resistencia
attr.f58275caa3dcb0f6aa18022fc818d490,Last Stand,Última Resistencia
ldstr.6911f48f04c42a929490620d8b94ed01,Last Stand: Cooldown,Última Resistencia: Enfriamiento
ldstr.895de5f42ba46451ddb744c578790a5a,Last Stand: Duration,Última Resistencia: Duración
ldstr.9c0a4ea8f2a9a295f2ffff8cb03fca26,"Lastly, there were rumors that a Sørmirbæren warrior was seen near the dreaded Black Sea monolith colloquially known as the Glowing Canine.","Por último, había rumores de que un guerrero Sørmirbæren fue visto cerca del temido monolito del Mar Negro conocido coloquialmente como el Canino Resplandeciente."
ldstr.4770794b232e9aa0adf8afc43d933b28,Latcher,Sanguijuela
ldstr.3faa0c5e42005fd544ae276f8eb2f28c,"Later this allowed to take part in three-way negotiations between United Stations, SGS, and Junkyard with the purpose of forming an alliance that would eventually lead to all of these territories being integrated into the United Stations.","Más tarde, esto permitió participar en negociaciones a tres bandas entre Estaciones Unidas, SGS y Chatarrería con el propósito de formar una alianza que eventualmente llevaría a todos estos territorios a ser integrados en las Estaciones Unidas."
ldstr.4dcd53000ac41236860f7ae2a44d7628,Layered|,En capas|
const.ebd9bec4d70abc789d439c1f136b0538,Layout,Diseño
ldstr.fa48fa723866558acbecb6d6d198b814,Lazorz*,Láseres*
ldstr.0cf4a784267ca5a2e8670cb124677ee3,Lead Fury,Furia de Plomo
ldstr.78ba19893fbbff35c35efcc79d352137,Lead Storm,Tormenta de Plomo
ldstr.bbcca69bd6440217425221941eff1ee7,Leading Shot,Disparo Dirigido
attr.bbcca69bd6440217425221941eff1ee7,Leading Shot,Disparo Dirigido
ldstr.5ca32bdd530c83743d63716c7d0cb6f6,Leaking Propane Tank,Tanque de Propano con Fugas
ldstr.ffb0e70e33454d4092092f418c379409,Leap Attack,Ataque con Salto
ldstr.6de5a5b4b207449d6fca8b7a6ca43199,Leap attack,Ataque con salto
ldstr.a48a94054bc40447060ee23a7ffc4e42,Learn more about the strange creatures that inhabit Foundry's mine.,Aprende más sobre las extrañas criaturas que habitan la mina de Fundición.
ldstr.e2b69753f5f0c6d49b2622e278a1c6fa,Learn more about what led to the brutal death of the $(context.frag_dun_wasteWater_corpseGender) whose body lies in the medical level's operating room.,Aprende más sobre qué llevó a la brutal muerte del $(context.frag_dun_wasteWater_corpseGender) cuyo cuerpo yace en la sala de operaciones del nivel médico.
ldstr.bdf7ad23e89b55f904bca0304819309e,Leather,Cuero
ldstr.eb63f0a00b99f0b4314a86344bc3af63,Leather Armor,Armadura de Cuero
ldstr.1ed3b92c53dc558c96ffed7d02edab76,Leather Overcoat,Gabardina de Cuero
ldstr.7cd671f60e564173028bd45031a7eb9f,Leather glove,Guante de cuero
ldstr.5120aec9935ed8a68bff86337e0fc1b1,Leather gloves,Guantes de cuero
ldstr.6214007c23f2e4d731810cdae8d7e32e,Leave no Witnesses,No Dejar Testigos
ldstr.e63ff0ab8a6a7d54e23304fa24645216,Leave that bat alone.,Deja en paz a ese murciélago.
ldstr.ba10701e70a1d25f2d3a32a3a41cad6a,Leaves a cloud of toxic gas.,Deja una nube de gas tóxico.
ldstr.945d5e233cf7d6240f6b783b36a374ff,Left,Izquierda
ldstr.9541708bf83bb98f61cce1409bb6f85e,Left click to go to ,Clic izquierdo para ir a
ldstr.6dcdf2ce98aa909287bbfc29f072b9a5,Left-click to proceed with leveling up.,Clic izquierdo para proceder a subir de nivel.
ldstr.a0f8eca2b3552b559f91acb4da5b334a,Leg Breaker,Quebrantapiernas
ldstr.fb42c95aecdf1d7212ed4bd7e56ba3d2,Lemuria - A Hymn to New Beginnings,Lemuria - Un Himno a Nuevos Comienzos
ldstr.61d954c98f19a40fc13974766e3654b4,Lemuria Allied,Lemuria Aliada
ldstr.cb70cfb32f1cd8e41b63e9969a8ef780,Lemuria Cameras,Cámaras de Lemuria
ldstr.1f4e16a1c45a2e70d7cdcfd14926a018,Lemuria Servants,Sirvientes de Lemuria
ldstr.9f5adc9855ddd4e4167ad3ee398b05b6,Lemurian Health Center - I1,Centro de Salud Lemuriano - I1
ldstr.da1fe8d1e0e78b3a97991ecce968c2ff,Lemurian Lost Container ,Contenedor Perdido Lemuriano
ldstr.b0523d97011421e8e30e063bb9f31ae5,Lemurian Manufacturing Complex (LEMCO) - K3,Complejo Manufacturero Lemuriano (LEMCO) - K3
ldstr.c391e9da8cf0d01c87ff543356bad951,Lenox? What are you doing!?,¿Lenox? ¡¿Qué estás haciendo?!
ldstr.443b8e6205a0c76a3e6a2eed788215e0,Lens,Lente
ldstr.bcf8f597e070c3dd0dd3eb7980983334,"Leo wants you to find his knife which he had lost during an encounter with a Tchortist patrol about six-seven days ago. He told you the whole event happened west of the warehouse block, right at the entrance to the ""big city.""","Leo quiere que encuentres su cuchillo que perdió durante un encuentro con una patrulla Tchortista hace unos seis o siete días. Te dijo que todo el evento ocurrió al oeste del bloque de almacenes, justo en la entrada de la ""gran ciudad""."
ldstr.3abf2856e57e0a6c78f9a11f61d63e35,Leper Poison,Veneno de Leproso
ldstr.21895231c8392484b87b5af553e41a9a,Leper Poison Bear Trap,Trampa para Osos de Veneno de Leproso
ldstr.ebc615bea4433180085cdab60796a7f7,"Let me hear you, maniacs!","¡Que os oiga, maníacos!"
ldstr.aeea1e55db8441a35370dfac06c14c30,"Let me help you with that, doctor.","Déjame ayudarte con eso, doctor."
ldstr.93206e017e914acac372d4f1de3d87db,Let the brew inside you help you - observe that wall from the summit of your consciousness!,Deja que el brebaje en tu interior te ayude: ¡observa esa pared desde la cima de tu consciencia!
ldstr.83d6da7a2723e481cb59f77b36323c23,Let's give it a shot...,Vamos a intentarlo...
ldstr.424e3c4324775a7dd01c0f64e4bf653e,Let's go! Give us a bloodbath!,¡Vamos! ¡Dadnos un baño de sangre!
ldstr.c0c68dc16d3a29c25093fc6ebb9f5a0d,Let's go.,Vamos.
ldstr.5be3a7665df0b3e53a0f578de406da9e,Let's hear it for...,Recibamos con un aplauso a...
ldstr.2f55900db8ca1e663aa03b94ec3a08a5,"Let's not prolong this any more, time for our challengers to battle some siphoners!","No prolonguemos esto más, ¡es hora de que nuestros contendientes se enfrenten a unos sifonadores!"
ldstr.a4dc8d08cdfd7ae8a08be877e31cf773,Let's see...,Veamos...
ldstr.1e3813f6cb4273be6d7a1703dc8b3df3,Let's wait and see...,Esperemos y veamos...
ldstr.cc2ecba4e56986752892c0e68c8e32e0,Level ,Nivel
ldstr.acfb25841f51fd9d99af1113c11085c0,Level Up,Subir de Nivel
ldstr.1cfc8a8b3e7f53e3eeae170056e8460a,Level Up!,¡Subir de Nivel!
ldstr.b6b0a0c468b75b4fe18ecd6e18e7d374,Lewis,Lewis
ldstr.f6aa5bf3831a879010e7769b53eb3cd9,"Liberate the professor either through negotiating with the pirates or by infiltrating their base. There is a patrol at coordinates F4 in case of the former. Whatever happens, Aegis Incorporated is ready to move in.","Libera al profesor ya sea negociando con los piratas o infiltrándote en su base. Hay una patrulla en las coordenadas F4 en caso de lo primero. Pase lo que pase, Aegis Incorporated está lista para entrar en acción."
ldstr.dfbed112b1d6043b3a0394c6ceb534ad,Library item definition not found: '{0}' ('{1}').,Definición de objeto de biblioteca no encontrada: '{0}' ('{1}').
ldstr.2c1a65db0685f2ce04889bbd25ab19cc,Library item definition provider failed for item '{0}'. Returning a default instance.,El proveedor de definición de objeto de biblioteca falló para el objeto '{0}'. Devolviendo una instancia predeterminada.
ldstr.eeaeaf6697f1c6f6d6e582114cffd2b6,"Lieutenant Stratford wants you to investigate and repair a generator that went out in the sewers. There is a high probability that the Faceless are responsible, so if you see any signs of their presence, inform Lieutenant Stratford as soon as possible.","El teniente Stratford quiere que investigues y repares un generador que se averió en las alcantarillas. Existe una alta probabilidad de que los Sin Rostro sean los responsables, así que si ves alguna señal de su presencia, informa al teniente Stratford lo antes posible."
ldstr.36051a583c1730d17afe7e47d99203c6,"Life in Core City went on as before. Caged by the city's high concrete walls and mesmerized by violent entertainment - workers, merchants, bandits, zoners, all struggled onward, while Oligarchs played their shadowy games.","La vida en Core City continuó como antes. Enjaulados por los altos muros de hormigón de la ciudad y cautivados por el entretenimiento violento: trabajadores, comerciantes, bandidos, zoneros, todos lucharon por seguir adelante, mientras los Oligarcas jugaban a sus sombríos juegos."
ldstr.9914a0ce04a7b7b6a8e39bec55064b82,Light,Luz
ldstr.6596afc91f54f6270068ac060d1c3399,Light Machine Gun,Ametralladora Ligera
ldstr.1efef36bbbb8a6f3b7572bc7d5916e4a,Light a Fire,Encender un Fuego
ldstr.930e606125b1aa1a712ca488dcac5c4a,Light them up!,¡Iluminadlos!
ldstr.59ec2623a8ed6db5357f9ab3eeec3dab,Lighter,Encendedor
ldstr.2e4b97fde8cf63085ec969fcc7e490c0,Lighting,Iluminación
ldstr.64802c9ecaa0c66773ac9030866573ca,Lightly Encumbered,Ligeramente Sobrecargado
ldstr.e913ec5b2f59eb51ce7c085d348a678f,Lightning Punches,Puñetazos Relámpago
attr.e913ec5b2f59eb51ce7c085d348a678f,Lightning Punches,Puñetazos Relámpago
ldstr.14c802fc047e8fe177e8b7cbef3bfc21,Lights out!,¡Apagad las luces!
ldstr.fd91981c9789f62ff4a08ac3c461aba2,Lights up a fireplace.,Enciende una chimenea.
ldstr.d834f87364e2205f93b2c7e8c5d228e7,"Like an insect we'll tear you limb from limb, only to reassemble you and repeat the process.","Como un insecto os desgarraré miembro a miembro, solo para volver a ensamblaros y repetir el proceso."
const.c8af103336d7211a18a22a4deff13b6c,Limited Temporal Increment,Incremento Temporal Limitado
ldstr.c8af103336d7211a18a22a4deff13b6c,Limited Temporal Increment,Incremento Temporal Limitado
ldstr.cd09e81f1500ac454dfa786b5685e285,Linda the Handmaiden,Linda la Doncella
ldstr.a0b0293a2db49f5f93c15a62e095c819,Lines,Líneas
ldstr.3f37547cda1d2eb9242f0f57f62a3ace,Liquidator,Liquidador
ldstr.850970cd2d9b581ab048f4910c2f44e3,Liquidatrix,Liquidadora
ldstr.4e846e4c39465d2cdd3dba3e0d56543c,Little quaker!,¡Pequeño temblorcito!
ldstr.f19dbf2edb3a0bd74b0524d960ff21eb,Load,Cargar
ldstr.1c65c5c9e0040e263f0173cd2d4e1522,Load Game,Cargar Partida
ldstr.4b0c66623048db6e0d682ab004ae5d0f,Load Single Bullet,Cargar Bala Suelta
ldstr.2a468ecbb7ec3831f009465e03933f62,Load Single Bullet (Current Weapon),Cargar Bala Suelta (Arma Actual)
ldstr.7381d487d18845b379422325c0a768d6,Loaded,Cargado
ldstr.4fcb379f2dca5181b6e6c15d2be2812f,Loaded ({0} / {1}): ,Cargado ({0} / {1}): 
ldstr.16bfbf9c462762cf1cba4134ec53c504,Loading,Cargando
ldstr.783ed00b840c40bc7eb8a127580bdd9d,Loading audio bank,Cargando banco de audio
ldstr.e7bd49fb8089d85022aefd351b398a54,Loading global entity provider manager,Cargando gestor de proveedores de entidades globales
ldstr.f66cde95ba2b4cda1509e69194654470,Loading global map,Cargando mapa global
ldstr.140d424169bf0735798c69b2c70c2a48,Loading materialization metas,Cargando metas de materialización
ldstr.18a923dbb3dc370b1c00372881ef9744,Loading model definitions,Cargando definiciones de modelos
ldstr.5a7e5d41fdc59a78310c0651578d0caf,Loading playfield prototypes,Cargando prototipos de campos de juego
ldstr.73d6787f4e758ed2749b767ce5b58374,Loading random fragments,Cargando fragmentos aleatorios
ldstr.4ebf344a73e3f4eb77d58bcb0e029849,Locale Controller attempted to dialog with empty or null name.,El Controlador de Localización intentó dialogar con un nombre vacío o nulo.
ldstr.5456f44f0924e712ae85583795266ec6,"Locale Controller could not go to player character, it was null.","El Controlador de Localización no pudo ir al personaje jugador, era nulo."
ldstr.83c223e579a405adef52756462b7e852,Locale with id '{0}' not found in the current game.,Localización con ID '{0}' no encontrada en el juego actual.
ldstr.31d0ff60ae8a1e205c966566eea6fa23,Locate a mercenary group in Core City lead by Joe De Pacino. Eliminate him and report to Stratford.,Localiza a un grupo de mercenarios en Core City liderado por Joe De Pacino. Elimínalo e informa a Stratford.
ldstr.baf5945077e09c11c6336e6b4133f545,"Locate former Biocorp researcher Wit Nosek, dead or alive, and find out what it was he discovered while working on 'The Ark' project.","Localiza al antiguo investigador de Biocorp Wit Nosek, vivo o muerto, y averigua qué descubrió mientras trabajaba en el proyecto 'El Arca'."
attr.b485167c5b0e59d47009a16f90fe2659,Lock,Cerradura
ldstr.b485167c5b0e59d47009a16f90fe2659,Lock,Cerradura
const.b485167c5b0e59d47009a16f90fe2659,Lock,Cerradura
ldstr.f56edf4d6f1db851078cb9ec708ce575,Lock Action Buttons,Bloquear Botones de Acción
ldstr.ff7a89e031bac7c38933b44c612b4c97,Lock disabled,Bloqueo desactivado
ldstr.b4f682035ae3774a610aba397f906cbd,Lock disabled successfully.,Bloqueo desactivado con éxito.
ldstr.d0f2e5376298c880665077b565ffd7dd,Locked,Bloqueado
ldstr.bd5369c42806feda37b54dccbfb875e3,Locked Psionic Circuit,Circuito Psiónico Bloqueado
ldstr.b846b14f237dfcca88c1c57240dce3d3,Locker,Taquilla
ldstr.134701fb6811657cd364cb47a7deed04,Locking failed. Target already locked.,Fallo al bloquear. El objetivo ya está bloqueado.
ldstr.9c535855501829c88fcb27ee09711fac,Locking failed. The target cannot be locked in current state.,Fallo al bloquear. El objetivo no puede ser bloqueado en el estado actual.
